screen_name,r,w
712,"[ 0.          0.56978588  1.64955356  1.57377311 -0.03381676  0.53596912
  1.61573681  1.53995636  0.8570517   1.42683758  2.50660527  2.43082481
 -0.91116026 -0.34137438  0.73839331  0.66261286]",[-0.91116026  0.8570517  -0.03381676  1.57377311  1.64955356  0.56978588]
56,"[ 0.          0.6898875   0.97288076  2.1345171   0.13926914  0.82915664
  1.1121499   2.27378624  0.69241913  1.38230663  1.66529988  2.82693623
 -0.68640645  0.00348105  0.2864743   1.44811065]",[-0.68640645  0.69241913  0.13926914  2.1345171   0.97288076  0.6898875 ]
14,"[ 0.          0.81617302 -0.87456052  3.73036364  0.72594626  1.54211929
 -0.14861425  4.4563099   1.16018363  1.97635665  0.28562311  4.89054727
  0.88842016  1.70459318  0.01385964  4.6187838 ]",[ 0.88842016  1.16018363  0.72594626  3.73036364 -0.87456052  0.81617302]
12,"[0.         0.8408176  0.90258961 1.27597554 0.63783443 1.47865203
 1.54042403 1.91380996 1.26509944 2.10591704 2.16768904 2.54107497
 1.21095874 2.05177634 2.11354835 2.48693428]",[1.21095874 1.26509944 0.63783443 1.27597554 0.90258961 0.8408176 ]
511,"[0.         0.90913301 0.09181425 0.09406117 0.38555744 1.29469046
 0.47737169 0.47961861 0.08705639 0.99618941 0.17887064 0.18111757
 1.75325504 2.66238805 1.84506929 1.84731621]",[1.75325504 0.08705639 0.38555744 0.09406117 0.09181425 0.90913301]
959,"[ 0.          1.7024043   0.95143177  0.44722359  0.22780656  1.93021087
  1.17923833  0.67503015  0.43574076  2.13814507  1.38717253  0.88296435
 -0.91078977  0.79161453  0.04064199 -0.46356619]",[-0.91078977  0.43574076  0.22780656  0.44722359  0.95143177  1.7024043 ]
163,"[ 0.          0.98702504  1.52768872  0.66403892  0.98067031  1.96769536
  2.50835903  1.64470923  0.92651243  1.91353748  2.45420115  1.59055135
 -0.82971314  0.15731191  0.69797558 -0.16567421]",[-0.82971314  0.92651243  0.98067031  0.66403892  1.52768872  0.98702504]
251,"[ 0.          0.68886306  0.76879218 -0.64761795  0.91709302  1.60595608
  1.6858852   0.26947507  0.18675986  0.87562292  0.95555204 -0.46085808
  2.01793317  2.70679623  2.78672535  1.37031522]",[ 2.01793317  0.18675986  0.91709302 -0.64761795  0.76879218  0.68886306]
55,"[ 0.          0.36881028  1.40191628  1.15137952  0.29772615  0.66653643
  1.69964242  1.44910566  0.4094087   0.77821899  1.81132498  1.56078822
 -0.43496238 -0.06615209  0.9669539   0.71641714]",[-0.43496238  0.4094087   0.29772615  1.15137952  1.40191628  0.36881028]
922,"[ 0.          0.70109571  0.22023153  2.94327912  0.82541059  1.5265063
  1.04564212  3.76868971  0.4233017   1.12439741  0.64353323  3.36658082
 -1.12016491 -0.4190692  -0.89993338  1.82311421]",[-1.12016491  0.4233017   0.82541059  2.94327912  0.22023153  0.70109571]
481,"[ 0.          0.3961872   0.11753098 -8.63263266  0.58659439  0.98278159
  0.70412537 -8.04603827  0.15659131  0.55277851  0.27412229 -8.47604135
 46.97085035 47.36703755 47.08838133 38.33821769]",[46.97085035  0.15659131  0.58659439 -8.63263266  0.11753098  0.3961872 ]
235,"[ 0.          1.04833838  0.6315872   0.57755256 -0.25642754  0.79191084
  0.37515966  0.32112503  0.75064536  1.79898374  1.38223256  1.32819792
  1.22407881  2.27241719  1.85566601  1.80163137]",[ 1.22407881  0.75064536 -0.25642754  0.57755256  0.6315872   1.04833838]
606,"[ 0.          2.89708852  0.62562539 -1.48168144  0.07615934  2.97324786
  0.70178473 -1.4055221   0.95046281  3.84755133  1.57608819 -0.53121864
  7.49553843 10.39262695  8.12116382  6.01385699]",[ 7.49553843  0.95046281  0.07615934 -1.48168144  0.62562539  2.89708852]
735,"[ 0.          0.59246429  0.50106892  0.30449949  6.33838743  6.93085171
  6.83945635  6.64288692 -0.48186245  0.11060184  0.01920647 -0.17736296
  0.81358033  1.40604462  1.31464925  1.11807982]",[ 0.81358033 -0.48186245  6.33838743  0.30449949  0.50106892  0.59246429]
485,"[0.         0.70132761 0.59604949 0.16870527 0.64508161 1.34640922
 1.2411311  0.81378688 0.69354123 1.39486884 1.28959073 0.8622465
 1.48814799 2.1894756  2.08419749 1.65685326]",[1.48814799 0.69354123 0.64508161 0.16870527 0.59604949 0.70132761]
890,"[ 0.          0.06569554  1.25398156  1.31669097  0.41663132  0.48232687
  1.67061288  1.73332229  0.91787279  0.98356833  2.17185435  2.23456376
 -0.99380938 -0.92811384  0.26017218  0.32288159]",[-0.99380938  0.91787279  0.41663132  1.31669097  1.25398156  0.06569554]
989,"[ 0.          0.07145464  0.13666301  2.17274112 -0.44298422 -0.37152959
 -0.30632121  1.72975689  0.80837029  0.87982493  0.94503331  2.98111141
  0.98537085  1.05682549  1.12203386  3.15811196]",[ 0.98537085  0.80837029 -0.44298422  2.17274112  0.13666301  0.07145464]
570,"[ 0.          0.64770499  0.47619408  2.55090457 -2.01963563 -1.37193064
 -1.54344155  0.53126894  0.45007644  1.09778142  0.92627052  3.00098101
  0.23524986  0.88295484  0.71144394  2.78615443]",[ 0.23524986  0.45007644 -2.01963563  2.55090457  0.47619408  0.64770499]
347,"[  0.           0.51510448   4.41593519   2.09090777   0.30851042
   0.82361489   4.72444561   2.39941819   0.18045591   0.69556039
   4.5963911    2.27136368 -24.28340615 -23.76830168 -19.86747097
 -22.19249838]","[-24.28340615   0.18045591   0.30851042   2.09090777   4.41593519
   0.51510448]"
370,"[ 0.          0.16189458  2.80853616 -1.66252348  0.65615266  0.81804724
  3.46468883 -1.00637082  0.97101699  1.13291157  3.77955316 -0.69150649
  0.99100568  1.15290025  3.79954184 -0.6715178 ]",[ 0.99100568  0.97101699  0.65615266 -1.66252348  2.80853616  0.16189458]
454,"[ 0.          0.68997725  1.74281865 -0.04330876  2.40523008  3.09520733
  4.14804872  2.36192132  0.38942199  1.07939925  2.13224064  0.34611324
 -0.75956777 -0.06959051  0.98325088 -0.80287652]",[-0.75956777  0.38942199  2.40523008 -0.04330876  1.74281865  0.68997725]
835,"[0.         0.90399264 0.73353266 0.85636381 0.63667172 1.54066436
 1.37020438 1.49303553 0.28999371 1.19398636 1.02352637 1.14635753
 0.46556476 1.3695574  1.19909742 1.32192857]",[0.46556476 0.28999371 0.63667172 0.85636381 0.73353266 0.90399264]
720,"[ 0.          0.16081548  0.93071885  0.90839572  1.95609433  2.11690982
  2.88681318  2.86449005 -3.27138826 -3.11057277 -2.3406694  -2.36299254
  0.61267972  0.7734952   1.54339857  1.52107544]",[ 0.61267972 -3.27138826  1.95609433  0.90839572  0.93071885  0.16081548]
476,"[ 0.          1.22051117  0.90017157  0.45929005  0.68720812  1.90771929
  1.5873797   1.14649817  1.34336061  2.56387177  2.24353218  1.80265065
 -0.14545395  1.07505722  0.75471762  0.3138361 ]",[-0.14545395  1.34336061  0.68720812  0.45929005  0.90017157  1.22051117]
514,"[0.         0.89853638 0.79715206 2.3557701  1.89248567 2.79102205
 2.68963773 4.24825577 1.36712866 2.26566504 2.16428073 3.72289876
 1.801309   2.69984538 2.59846106 4.1570791 ]",[1.801309   1.36712866 1.89248567 2.3557701  0.79715206 0.89853638]
442,"[ 0.          1.67817529  0.19188639 -0.13831312  0.19357466  1.87174994
  0.38546104  0.05526154  0.78321128  2.46138657  0.97509767  0.64489817
  1.51993371  3.19810899  1.71182009  1.38162059]",[ 1.51993371  0.78321128  0.19357466 -0.13831312  0.19188639  1.67817529]
683,"[ 0.          0.32536731  0.39485091  4.52927033  2.0920604   2.41742772
  2.48691132  6.62133073  0.20547961  0.53084693  0.60033053  4.73474994
 -1.84278924 -1.51742192 -1.44793832  2.68648109]",[-1.84278924  0.20547961  2.0920604   4.52927033  0.39485091  0.32536731]
857,"[0.         0.01049161 0.90318007 0.41636675 0.31685898 0.32735058
 1.22003905 0.73322573 0.60567729 0.61616889 1.50885736 1.02204404
 1.42383122 1.43432282 2.32701129 1.84019797]",[1.42383122 0.60567729 0.31685898 0.41636675 0.90318007 0.01049161]
50,"[ 0.          0.41304531  1.88072967  1.35977565  0.76893132  1.18197663
  2.64966099  2.12870696  1.56189427  1.97493958  3.44262394  2.92166991
 -0.77653605 -0.36349074  1.10419362  0.5832396 ]",[-0.77653605  1.56189427  0.76893132  1.35977565  1.88072967  0.41304531]
471,"[  0.           0.80767978  89.63767002  12.99545749   8.20033698
   9.00801676  97.838007    21.19579448   3.9654892    4.77316897
  93.60315922  16.96094669  28.70137858  29.50905835 118.3390486
  41.69683607]",[28.70137858  3.9654892   8.20033698 12.99545749 89.63767002  0.80767978]
384,"[0.         0.62555895 0.43043017 0.27900998 0.96898977 1.59454872
 1.39941994 1.24799976 0.92253911 1.54809806 1.35296928 1.20154909
 1.55649951 2.18205846 1.98692967 1.83550949]",[1.55649951 0.92253911 0.96898977 0.27900998 0.43043017 0.62555895]
817,"[ 0.          0.21709315  3.20818845  4.04301934 -3.80820484 -3.59111169
 -0.6000164   0.2348145   0.12418604  0.34127919  3.33237449  4.16720538
  2.26598351  2.48307665  5.47417195  6.30900285]",[ 2.26598351  0.12418604 -3.80820484  4.04301934  3.20818845  0.21709315]
426,"[ 0.          0.41629288  1.18356218  1.45798543  0.35951408  0.77580696
  1.54307627  1.81749951  0.14875455  0.56504742  1.33231673  1.60673998
 -0.2897855   0.12650738  0.89377669  1.16819993]",[-0.2897855   0.14875455  0.35951408  1.45798543  1.18356218  0.41629288]
902,"[ 0.          0.08651184  0.61668584 -2.27163367 -2.05309468 -1.96658285
 -1.43640884 -4.32472836  1.12347656  1.2099884   1.74016241 -1.14815711
  4.18365073  4.27016257  4.80033658  1.91201706]",[ 4.18365073  1.12347656 -2.05309468 -2.27163367  0.61668584  0.08651184]
666,"[0.         0.94735486 0.19953747 1.31276832 0.03511527 0.98247013
 0.23465273 1.34788358 0.79336338 1.74071824 0.99290085 2.1061317
 1.07636254 2.0237174  1.2759     2.38913085]",[1.07636254 0.79336338 0.03511527 1.31276832 0.19953747 0.94735486]
125,"[ 0.          0.29681559  0.37882673  2.48004115  0.82801015  1.12482574
  1.20683688  3.3080513   3.77799706  4.07481265  4.15682379  6.25803821
 -0.16185611  0.13495948  0.21697062  2.31818504]",[-0.16185611  3.77799706  0.82801015  2.48004115  0.37882673  0.29681559]
79,"[ 0.          0.77878769  0.55076679 18.59938696 18.53794209 19.31672978
 19.08870887 37.13732904  3.82980522  4.60859292  4.38057201 22.42919218
  0.32038993  1.09917762  0.87115671 18.91977689]",[ 0.32038993  3.82980522 18.53794209 18.59938696  0.55076679  0.77878769]
516,"[ 0.          0.57302843  0.61530818 -1.97511148  0.37023462  0.94326305
  0.9855428  -1.60487686 -1.76515284 -1.19212441 -1.14984466 -3.74026433
  2.4603006   3.03332903  3.07560878  0.48518911]",[ 2.4603006  -1.76515284  0.37023462 -1.97511148  0.61530818  0.57302843]
334,"[ 0.          0.92595872  0.77883126  0.80425084  1.26297492  2.18893364
  2.04180618  2.06722576  0.59599276  1.52195148  1.37482402  1.4002436
 18.20140209 19.1273608  18.98023335 19.00565292]",[18.20140209  0.59599276  1.26297492  0.80425084  0.77883126  0.92595872]
990,"[0.         0.44159999 0.31998608 1.59403396 0.40009298 0.84169297
 0.72007906 1.99412694 1.54283114 1.98443113 1.86281722 3.1368651
 1.24892885 1.69052884 1.56891493 2.84296281]",[1.24892885 1.54283114 0.40009298 1.59403396 0.31998608 0.44159999]
261,"[ 0.          0.56274094  2.45791645  0.44034431  0.72709794  1.28983887
  3.18501439  1.16744225  0.09071234  0.65345328  2.5486288   0.53105666
 -3.27534196 -2.71260102 -0.8174255  -2.83499764]",[-3.27534196  0.09071234  0.72709794  0.44034431  2.45791645  0.56274094]
434,"[0.         0.13437696 0.37442149 1.64042968 0.58860617 0.72298314
 0.96302766 2.22903585 0.79777453 0.93215149 1.17219602 2.43820421
 6.85927882 6.99365579 7.23370031 8.4997085 ]",[6.85927882 0.79777453 0.58860617 1.64042968 0.37442149 0.13437696]
1075,"[0.         0.59178047 0.93903422 2.85969734 0.63103205 1.22281252
 1.57006627 3.49072939 1.68938243 2.2811629  2.62841666 4.54907977
 0.68680703 1.27858751 1.62584126 3.54650437]",[0.68680703 1.68938243 0.63103205 2.85969734 0.93903422 0.59178047]
544,"[ 0.          0.52865675  1.781663    0.86760372  0.49616553  1.02482228
  2.27782853  1.36376924  0.3514114   0.88006815  2.1330744   1.21901512
 -1.8756197  -1.34696295 -0.0939567  -1.00801599]",[-1.8756197   0.3514114   0.49616553  0.86760372  1.781663    0.52865675]
803,"[ 0.          1.02606479  0.13359217  2.85189849  0.61262375  1.63868854
  0.74621592  3.46452224  1.03773836  2.06380315  1.17133053  3.88963685
 -0.51272391  0.51334088 -0.37913174  2.33917458]",[-0.51272391  1.03773836  0.61262375  2.85189849  0.13359217  1.02606479]
531,"[0.         0.09747526 0.22794872 6.44294336 1.54410869 1.64158395
 1.7720574  7.98705205 0.08021103 0.17768629 0.30815975 6.52315439
 1.18084771 1.27832297 1.40879643 7.62379107]",[1.18084771 0.08021103 1.54410869 6.44294336 0.22794872 0.09747526]
500,"[  0.           0.90320856   0.29589787  -7.5113726   14.94910579
  15.85231435  15.24500366   7.43773319   3.84300836   4.74621692
   4.13890623  -3.66836424  -4.19770395  -3.29449538  -3.90180608
 -11.70907654]",[-4.19770395  3.84300836 14.94910579 -7.5113726   0.29589787  0.90320856]
983,"[ 0.          0.08860687 -0.0802738   3.14431334  0.96198575  1.05059262
  0.88171195  4.10629909  0.73488352  0.8234904   0.65460972  3.87919687
  0.54796569  0.63657257  0.46769189  3.69227904]",[ 0.54796569  0.73488352  0.96198575  3.14431334 -0.0802738   0.08860687]
119,"[ 0.          0.87607302  0.90943471  9.7227647   1.58548639  2.46155942
  2.4949211  11.30825109  1.75154929  2.62762231  2.660984   11.47431399
 -4.28900386 -3.41293084 -3.37956915  5.43376084]",[-4.28900386  1.75154929  1.58548639  9.7227647   0.90943471  0.87607302]
252,"[ 0.          2.03514967  0.76774174  4.5569307   0.4877606   2.52291027
  1.25550234  5.0446913   0.71711242  2.7522621   1.48485416  5.27404312
 -3.89859584 -1.86344617 -3.1308541   0.65833486]",[-3.89859584  0.71711242  0.4877606   4.5569307   0.76774174  2.03514967]
21,"[0.         0.80422853 0.94926698 0.6448889  0.39166052 1.19588905
 1.34092749 1.03654941 3.71755597 4.5217845  4.66682294 4.36244487
 0.88349187 1.68772041 1.83275885 1.52838077]",[0.88349187 3.71755597 0.39166052 0.6448889  0.94926698 0.80422853]
1012,"[  0.           0.98553626   0.43408651  53.68489017  -6.1316907
  -5.14615444  -5.69760419  47.55319947   3.2941165    4.27965276
   3.728203    56.97900666 -11.24763426 -10.262098   -10.81354775
  42.43725591]","[-11.24763426   3.2941165   -6.1316907   53.68489017   0.43408651
   0.98553626]"
995,"[ 0.          0.10333304  0.34897844 -0.36582501  0.81890042  0.92223346
  1.16787885  0.45307541  0.91783879  1.02117183  1.26681723  0.55201379
  3.12563942  3.22897246  3.47461785  2.75981441]",[ 3.12563942  0.91783879  0.81890042 -0.36582501  0.34897844  0.10333304]
776,"[0.         0.46024195 0.39513339 5.60494003 1.25021587 1.71045782
 1.64534926 6.85515591 0.55501294 1.0152549  0.95014633 6.15995298
 2.65399927 3.11424122 3.04913266 8.2589393 ]",[2.65399927 0.55501294 1.25021587 5.60494003 0.39513339 0.46024195]
808,"[   0.            0.13320998  124.97369258    3.94622479    0.65628794
    0.78949791  125.62998051    4.60251273    0.47031099    0.60352097
  125.44400357    4.41653579 -124.47509712 -124.34188714    0.49859546
 -120.52887232]","[-124.47509712    0.47031099    0.65628794    3.94622479  124.97369258
    0.13320998]"
351,"[ 0.          0.24207543  0.34342518 -2.31966866  0.30820375  0.55027918
  0.65162893 -2.01146491  0.81282689  1.05490232  1.15625207 -1.50684177
  3.08080692  3.32288236  3.4242321   0.76113826]",[ 3.08080692  0.81282689  0.30820375 -2.31966866  0.34342518  0.24207543]
882,"[0.         0.69556654 0.32163384 0.66932241 0.30813049 1.00369703
 0.62976433 0.9774529  0.76636605 1.46193259 1.08799989 1.43568846
 6.21542989 6.91099643 6.53706373 6.8847523 ]",[6.21542989 0.76636605 0.30813049 0.66932241 0.32163384 0.69556654]
621,"[0.         0.40795089 0.29684542 2.31147583 1.18795005 1.59590095
 1.48479548 3.49942589 0.25549772 0.66344861 0.55234314 2.56697355
 2.79054297 3.19849387 3.0873884  5.1020188 ]",[2.79054297 0.25549772 1.18795005 2.31147583 0.29684542 0.40795089]
931,"[ 0.          1.78537868  0.47031284  0.57442848  0.85955429  2.64493296
  1.32986712  1.43398277  0.6140861   2.39946477  1.08439893  1.18851458
 -2.02644253 -0.24106386 -1.5561297  -1.45201405]",[-2.02644253  0.6140861   0.85955429  0.57442848  0.47031284  1.78537868]
532,"[ 0.          0.81172881 -1.76940617  2.5970182   0.54364997  1.35537878
 -1.2257562   3.14066817  0.87365309  1.68538191 -0.89575308  3.47067129
 10.42563381 11.23736263  8.65622764 13.02265201]",[10.42563381  0.87365309  0.54364997  2.5970182  -1.76940617  0.81172881]
234,"[ 0.          0.29738108  1.55830983  0.63737874  0.23987189  0.53725297
  1.79818172  0.87725063  0.83044788  1.12782896  2.38875772  1.46782663
 -0.7539548  -0.45657373  0.80435503 -0.11657606]",[-0.7539548   0.83044788  0.23987189  0.63737874  1.55830983  0.29738108]
225,"[ 0.          0.67805318  0.61017663  0.96646584  3.58826766  4.26632084
  4.19844428  4.5547335  -0.12536562  0.55268756  0.484811    0.84110022
  0.80726587  1.48531905  1.4174425   1.77373171]",[ 0.80726587 -0.12536562  3.58826766  0.96646584  0.61017663  0.67805318]
507,"[ 0.          0.08176838  1.67165737 -0.82508139  0.65708471  0.73885309
  2.32874209 -0.16799668  0.58254454  0.66431292  2.25420191 -0.24253686
  3.88820662  3.969975    5.55986399  3.06312522]",[ 3.88820662  0.58254454  0.65708471 -0.82508139  1.67165737  0.08176838]
170,"[ 0.          0.22309641  1.26289996 -0.48708673 -0.96395077 -0.74085436
  0.29894919 -1.4510375   0.55601732  0.77911374  1.81891729  0.0689306
  2.40083716  2.62393357  3.66373712  1.91375044]",[ 2.40083716  0.55601732 -0.96395077 -0.48708673  1.26289996  0.22309641]
396,"[0.         0.99432323 0.47280785 1.84929564 0.5963065  1.59062973
 1.06911435 2.44560215 0.58918853 1.58351176 1.06199638 2.43848417
 6.0185941  7.01291733 6.49140195 7.86788974]",[6.0185941  0.58918853 0.5963065  1.84929564 0.47280785 0.99432323]
479,"[0.         0.47790679 1.35817361 0.20823847 0.45107301 0.92897979
 1.80924661 0.65931147 0.17261662 0.65052341 1.53079023 0.38085509
 1.32001102 1.79791781 2.67818463 1.52824949]",[1.32001102 0.17261662 0.45107301 0.20823847 1.35817361 0.47790679]
28,"[ 0.          0.1865329   2.12657116  2.06069377  0.55451084  0.74104373
  2.68108199  2.6152046   0.15597389  0.34250679  2.28254505  2.21666766
 -2.08213207 -1.89559917  0.04443909 -0.0214383 ]",[-2.08213207  0.15597389  0.55451084  2.06069377  2.12657116  0.1865329 ]
18,"[0.         0.81387202 0.52865824 5.68272221 0.31221956 1.12609158
 0.8408778  5.99494177 0.97415421 1.78802623 1.50281245 6.65687642
 0.87991491 1.69378693 1.40857315 6.56263712]",[0.87991491 0.97415421 0.31221956 5.68272221 0.52865824 0.81387202]
551,"[0.         0.46230613 0.44339032 0.90254523 0.22776142 0.69006755
 0.67115174 1.13030665 0.15548119 0.61778732 0.59887151 1.05802642
 1.07877614 1.54108227 1.52216646 1.98132137]",[1.07877614 0.15548119 0.22776142 0.90254523 0.44339032 0.46230613]
455,"[0.         0.92678907 0.81388174 0.6490004  0.2535571  1.18034617
 1.06743884 0.90255751 0.07938109 1.00617015 0.89326282 0.72838149
 0.77929819 1.70608726 1.59317993 1.4282986 ]",[0.77929819 0.07938109 0.2535571  0.6490004  0.81388174 0.92678907]
244,"[ 0.          0.77661151  0.4405689  -6.33515368  0.17820479  0.9548163
  0.6187737  -6.15694889  0.94192709  1.7185386   1.38249599 -5.39322659
  7.71122523  8.48783674  8.15179414  1.37607155]",[ 7.71122523  0.94192709  0.17820479 -6.33515368  0.4405689   0.77661151]
894,"[ 0.          0.74681459  2.13516577 -1.08426241  0.62675252  1.37356711
  2.76191829 -0.45750989 -0.21947744  0.52733715  1.91568833 -1.30373985
  2.28214641  3.02896099  4.41731217  1.197884  ]",[ 2.28214641 -0.21947744  0.62675252 -1.08426241  2.13516577  0.74681459]
976,"[ 0.          2.19795353  0.89163231 -1.10082785  0.31617968  2.51413321
  1.20781199 -0.78464817 -0.13170465  2.06624888  0.75992767 -1.23253249
  0.37473662  2.57269015  1.26636894 -0.72609122]",[ 0.37473662 -0.13170465  0.31617968 -1.10082785  0.89163231  2.19795353]
482,"[  0.           0.31663427 238.38308683  33.45722473   4.41506388
   4.73169815 242.79815071  37.87228861   3.75882828   4.07546255
 242.14191511  37.21605301  22.13179682  22.44843109 260.51488365
  55.58902154]","[ 22.13179682   3.75882828   4.41506388  33.45722473 238.38308683
   0.31663427]"
74,"[ 0.00000000e+00  6.75669202e-01  5.21711253e-01  5.11975720e+00
  6.58609390e-01  1.33427859e+00  1.18032064e+00  5.77836659e+00
  6.42673378e-04  6.76311876e-01  5.22353926e-01  5.12039988e+00
 -1.44776143e+00 -7.72092226e-01 -9.26050175e-01  3.67199578e+00]","[-1.44776143e+00  6.42673378e-04  6.58609390e-01  5.11975720e+00
  5.21711253e-01  6.75669202e-01]"
665,"[ 0.          0.04045098  0.46119073  0.78815654 -1.98590948 -1.9454585
 -1.52471875 -1.19775294  0.95330219  0.99375317  1.41449292  1.74145873
  4.56379548  4.60424646  5.02498621  5.35195202]",[ 4.56379548  0.95330219 -1.98590948  0.78815654  0.46119073  0.04045098]
713,"[0.         0.41036338 0.90147249 3.37008557 0.51573455 0.92609793
 1.41720704 3.88582012 0.28990716 0.70027054 1.19137965 3.65999274
 2.93715194 3.34751532 3.83862443 6.30723751]",[2.93715194 0.28990716 0.51573455 3.37008557 0.90147249 0.41036338]
245,"[ 0.          0.42979319  0.96205864 -1.10126331  0.8566913   1.28648449
  1.81874994 -0.24457201 -0.53631098 -0.10651778  0.42574767 -1.63757428
  5.81994359  6.24973679  6.78200224  4.71868029]",[ 5.81994359 -0.53631098  0.8566913  -1.10126331  0.96205864  0.42979319]
646,"[ 0.          0.02385707  0.97436547  4.65989845  0.06697312  0.09083018
  1.04133859  4.72687157  0.64685969  0.67071676  1.62122516  5.30675814
 -0.46848213 -0.44462506  0.50588335  4.19141633]",[-0.46848213  0.64685969  0.06697312  4.65989845  0.97436547  0.02385707]
1021,"[ 0.          0.46040607  0.25048842 -6.49470784  0.51202682  0.97243289
  0.76251524 -5.98268101 -1.56312334 -1.10271728 -1.31263493 -8.05783118
 19.89823198 20.35863805 20.1487204  13.40352414]",[19.89823198 -1.56312334  0.51202682 -6.49470784  0.25048842  0.46040607]
44,"[ 0.          3.06879466  0.75075963  0.26587131  0.07069226  3.13948692
  0.82145189  0.33656356  0.14249563  3.21129029  0.89325527  0.40836694
 -3.90378207 -0.83498741 -3.15302243 -3.63791076]",[-3.90378207  0.14249563  0.07069226  0.26587131  0.75075963  3.06879466]
955,"[0.         0.01284283 0.64798167 8.17913347 1.34722901 1.36007183
 1.99521068 9.52636247 1.67303722 1.68588005 2.32101889 9.85217069
 0.46574166 0.47858449 1.11372333 8.64487513]",[0.46574166 1.67303722 1.34722901 8.17913347 0.64798167 0.01284283]
913,"[0.         0.26363136 0.89573513 0.16916724 0.97940063 1.24303199
 1.87513576 1.14856788 0.7773734  1.04100476 1.67310853 0.94654065
 0.69908952 0.96272088 1.59482464 0.86825676]",[0.69908952 0.7773734  0.97940063 0.16916724 0.89573513 0.26363136]
674,"[ 0.00000000e+00  9.39652923e-01  5.81116692e-01  4.00707371e+00
  7.91139098e-01  1.73079202e+00  1.37225579e+00  4.79821281e+00
  4.93100498e-01  1.43275342e+00  1.07421719e+00  4.50017421e+00
 -5.84344064e-01  3.55308859e-01 -3.22737145e-03  3.42272964e+00]",[-0.58434406  0.4931005   0.7911391   4.00707371  0.58111669  0.93965292]
593,"[  0.         107.04041318   0.50608457   0.71211852   4.01424418
 111.05465737   4.52032875   4.7263627    0.49419827 107.53461145
   1.00028283   1.20631679  41.17447079 148.21488397  41.68055535
  41.88658931]","[ 41.17447079   0.49419827   4.01424418   0.71211852   0.50608457
 107.04041318]"
86,"[0.         0.52147359 0.86883149 0.27913035 0.6152141  1.13668769
 1.48404559 0.89434445 0.7210454  1.24251898 1.58987689 1.00017574
 1.37405577 1.89552936 2.24288727 1.65318612]",[1.37405577 0.7210454  0.6152141  0.27913035 0.86883149 0.52147359]
940,"[ 0.          0.25756546  0.76329579  4.36256219  2.17121445  2.42877991
  2.93451024  6.53377664  0.29878155  0.55634701  1.06207734  4.66134374
 12.48542152 12.74298698 13.24871731 16.84798371]",[12.48542152  0.29878155  2.17121445  4.36256219  0.76329579  0.25756546]
974,"[ 0.          0.99891944  0.34829432  0.88337805  0.29682254  1.29574199
  0.64511687  1.1802006  -0.66864725  0.3302722  -0.32035292  0.2147308
  0.73998615  1.73890559  1.08828047  1.6233642 ]",[ 0.73998615 -0.66864725  0.29682254  0.88337805  0.34829432  0.99891944]
343,"[ 0.          0.58594383  0.59484011 -0.22547374  0.73302734  1.31897117
  1.32786744  0.50755359 -0.09172158  0.49422225  0.50311852 -0.31719533
  1.87976994  2.46571377  2.47461005  1.6542962 ]",[ 1.87976994 -0.09172158  0.73302734 -0.22547374  0.59484011  0.58594383]
440,"[ 0.          0.2820844   0.46499084  0.03798738 -0.84551149 -0.56342709
 -0.38052065 -0.80752411 -0.7839241  -0.50183969 -0.31893326 -0.74593672
  5.01438286  5.29646727  5.4793737   5.05237024]",[ 5.01438286 -0.7839241  -0.84551149  0.03798738  0.46499084  0.2820844 ]
1053,"[0.         0.10945146 0.45600267 0.81101795 0.77114441 0.88059588
 1.22714708 1.58216237 0.88897909 0.99843056 1.34498176 1.69999704
 1.31399335 1.42344481 1.76999602 2.1250113 ]",[1.31399335 0.88897909 0.77114441 0.81101795 0.45600267 0.10945146]
92,"[0.         1.15577404 0.18544819 0.51754926 1.13692124 2.29269528
 1.32236943 1.6544705  0.32182393 1.47759796 0.50727211 0.83937319
 0.44211436 1.59788839 0.62756254 0.95966361]",[0.44211436 0.32182393 1.13692124 0.51754926 0.18544819 1.15577404]
781,"[0.         0.10778612 0.18991753 2.61083379 0.58663912 0.69442523
 0.77655664 3.1974729  0.77795114 0.88573726 0.96786866 3.38878493
 1.99479343 2.10257954 2.18471095 4.60562721]",[1.99479343 0.77795114 0.58663912 2.61083379 0.18991753 0.10778612]
1057,"[ 0.          0.19997172  1.63379895  1.10760589  0.50714197  0.70711369
  2.14094092  1.61474786  0.80196448  1.0019362   2.43576343  1.90957037
 -1.02824241 -0.82827069  0.60555654  0.07936348]",[-1.02824241  0.80196448  0.50714197  1.10760589  1.63379895  0.19997172]
838,"[0.         1.32265549 0.38324087 0.40164894 0.91294553 2.23560103
 1.29618641 1.31459447 0.82862435 2.15127985 1.21186523 1.23027329
 0.84821035 2.17086585 1.23145123 1.24985929]",[0.84821035 0.82862435 0.91294553 0.40164894 0.38324087 1.32265549]
602,"[ 0.          0.36035562  2.00771021 -1.08263978  3.01407274  3.37442837
  5.02178296  1.93143297  0.45541802  0.81577364  2.46312823 -0.62722176
 10.24430445 10.60466008 12.25201467  9.16166467]",[10.24430445  0.45541802  3.01407274 -1.08263978  2.00771021  0.36035562]
