,followers_count_author,following_count_author,tweet_count_author,average_like_count,average_reply_count,avg_retweet_count,nr_tweets,nr_retweets,nr_replies,account_age,nr_mentions,nr_hashtags,nr_urls,nr_longwords,nr_pos,degree_in,degree_out,eigen_left,betweenness
196,3704,2268,7583,1.2,0.2,26.2,0,10,0,1975,0.0,0.0,0.0,0.0,0.0,2,0,0.002869870625049913,0.0
197,1534,1377,4320,2.625,0.625,546.8125,6,6,4,1449,0.7,1.2,0.6,4.7,9.2,1,0,0.039878606403080406,0.0
198,750,1347,13012,0.8,0.26666666666666666,70.8,0,6,9,5104,1.1111111111111112,3.111111111111111,1.4444444444444444,5.333333333333333,12.777777777777779,0,1,-1.028197547210271e-19,0.0
199,175,745,2328,0.7142857142857143,0.17857142857142858,0.17857142857142858,41,14,1,1568,0.023809523809523808,1.7142857142857142,0.9761904761904762,3.261904761904762,5.761904761904762,0,0,-1.3083682489834265e-19,0.0
200,3533,4126,196671,5.0,1.2857142857142858,9.857142857142858,1,4,2,3554,1.3333333333333333,1.0,0.0,8.333333333333334,27.333333333333332,2,2,0.053916150231558775,0.0021596020919430934
201,2778,3180,55948,6.52972972972973,0.6486486486486487,423.22162162162164,9,152,24,1030,1.1515151515151516,3.0606060606060606,0.5151515151515151,5.393939393939394,13.151515151515152,6,33,0.02929389460259669,0.002973586867362239
202,2707,3199,36195,4.0,1.2857142857142858,1.2857142857142858,4,1,2,589,0.5,1.3333333333333333,0.16666666666666666,6.5,19.0,1,0,0.03987860640308036,0.0
203,450,1056,6049,1.1111111111111112,0.6296296296296297,0.25925925925925924,17,4,6,519,0.5217391304347826,2.0869565217391304,0.6956521739130435,6.826086956521739,13.608695652173912,0,0,-1.959211383266885e-19,0.0
204,86,205,844,43.333333333333336,3.75,188.91666666666666,6,3,3,903,0.3333333333333333,3.3333333333333335,0.5555555555555556,8.666666666666666,22.444444444444443,3,0,0.009358835133211698,0.0
205,4,8,158,3.4444444444444446,0.7777777777777778,975.2222222222222,6,3,0,959,0.0,3.8333333333333335,1.1666666666666667,9.0,19.833333333333332,0,0,-7.974252341597876e-20,0.0
