screen_name,r,w
1071,"[0.00000000e+00 5.04312328e-01 3.85269586e-02 4.24932096e+01
 1.51093713e+01 1.56136836e+01 1.51478983e+01 5.76025809e+01
 3.13193886e+01 3.18237010e+01 3.13579156e+01 7.38125982e+01
 2.04711296e+02 2.05215608e+02 2.04749823e+02 2.47204506e+02]","[2.04711296e+02 3.13193886e+01 1.51093713e+01 4.24932096e+01
 3.85269586e-02 5.04312328e-01]"
626,"[ 0.          0.7588709   0.78957207  1.77250189  0.86503419  1.62390509
  1.65460626  2.63753608 -0.52791675  0.23095415  0.26165533  1.24458514
 -0.01674703  0.74212387  0.77282505  1.75575486]",[-0.01674703 -0.52791675  0.86503419  1.77250189  0.78957207  0.7588709 ]
819,"[ 0.          0.29952632  1.40863148  0.64226744 -1.46048406 -1.16095774
 -0.05185258 -0.81821662  2.46885562  2.76838195  3.87748711  3.11112306
  0.37885251  0.67837883  1.78748399  1.02111994]",[ 0.37885251  2.46885562 -1.46048406  0.64226744  1.40863148  0.29952632]
725,"[0.         0.40515058 0.90909839 0.68749767 0.5044944  0.90964498
 1.41359279 1.19199208 0.62392081 1.0290714  1.5330192  1.31141849
 1.28641574 1.69156632 2.19551413 1.97391342]",[1.28641574 0.62392081 0.5044944  0.68749767 0.90909839 0.40515058]
885,"[ 0.          0.0699301  48.92203585  0.838715    3.53453841  3.60446852
 52.45657427  4.37325341 15.70122129 15.7711514  64.62325714 16.53993629
  0.19242022  0.26235032 49.11445607  1.03113521]",[ 0.19242022 15.70122129  3.53453841  0.838715   48.92203585  0.0699301 ]
160,"[ 0.          0.28537316  1.48891542  0.36663509  0.94302503  1.22839819
  2.43194045  1.30966012  0.94520504  1.2305782   2.43412047  1.31184013
 -0.36073929 -0.07536613  1.12817613  0.0058958 ]",[-0.36073929  0.94520504  0.94302503  0.36663509  1.48891542  0.28537316]
663,"[  0.           0.68740054   0.756009   -13.14574245 -11.50389891
 -10.81649837 -10.74788991 -24.64964136  -4.90469674  -4.2172962
  -4.14868774 -18.05043919   9.09826753   9.78566807   9.85427654
  -4.04747492]","[  9.09826753  -4.90469674 -11.50389891 -13.14574245   0.756009
   0.68740054]"
689,"[  0.           0.45957111  32.58716892  -2.63305439   0.8996638
   1.35923491  33.48683272  -1.73339059 -81.16562375 -80.70605263
 -48.57845483 -83.79867813  40.63023794  41.08980906  73.21740686
  37.99718356]","[ 40.63023794 -81.16562375   0.8996638   -2.63305439  32.58716892
   0.45957111]"
400,"[0.         0.3293382  0.60164138 1.90278559 0.89194812 1.22128631
 1.49358949 2.79473371 0.61302803 0.94236622 1.2146694  2.51581362
 0.03594967 0.36528787 0.63759105 1.93873527]",[0.03594967 0.61302803 0.89194812 1.90278559 0.60164138 0.3293382 ]
207,"[  0.           9.61129096   0.54157498   3.6683129   11.03571699
  20.64700795  11.57729197  14.7040299  -13.76236116  -4.1510702
 -13.22078618 -10.09404826 -17.16333642  -7.55204546 -16.62176144
 -13.49502352]","[-17.16333642 -13.76236116  11.03571699   3.6683129    0.54157498
   9.61129096]"
880,"[0.         0.81416261 0.6498798  0.88420638 0.16051792 0.97468053
 0.81039771 1.04472429 0.35687116 1.17103377 1.00675096 1.24107754
 5.20704138 6.02120399 5.85692118 6.09124776]",[5.20704138 0.35687116 0.16051792 0.88420638 0.6498798  0.81416261]
492,"[ 0.          0.88561388  0.98624874 -1.10993999  0.29116231  1.17677619
  1.27741105 -0.81877768  0.18679744  1.07241132  1.17304618 -0.92314255
  2.83077242  3.7163863   3.81702116  1.72083243]",[ 2.83077242  0.18679744  0.29116231 -1.10993999  0.98624874  0.88561388]
947,"[ 0.          0.73669574  0.07913536 -1.42661156  0.03370293  0.77039866
  0.11283829 -1.39290863  0.65603537  1.3927311   0.73517073 -0.77057619
  4.03660912  4.77330486  4.11574448  2.60999756]",[ 4.03660912  0.65603537  0.03370293 -1.42661156  0.07913536  0.73669574]
215,"[ 0.          0.41765441  2.89732338  0.71108437  1.63463059  2.052285
  4.53195397  2.34571496  2.59103636  3.00869077  5.48835974  3.30212073
 -3.16440311 -2.7467487  -0.26707973 -2.45331874]",[-3.16440311  2.59103636  1.63463059  0.71108437  2.89732338  0.41765441]
1055,"[ 0.          0.93492622  1.29807429 -0.01567566  1.1911848   2.12611102
  2.48925909  1.17550915  0.85060929  1.78553551  2.14868358  0.83493363
  2.76976214  3.70468836  4.06783643  2.75408648]",[ 2.76976214  0.85060929  1.1911848  -0.01567566  1.29807429  0.93492622]
370,"[ 0.          0.03821155  2.84599139 -1.63207882  0.43481044  0.47302199
  3.28080182 -1.19726838  0.93881367  0.97702522  3.78480506 -0.69326515
  0.84053472  0.87874628  3.68652611 -0.79154409]",[ 0.84053472  0.93881367  0.43481044 -1.63207882  2.84599139  0.03821155]
1075,"[0.         0.29823848 0.21070107 3.12934262 1.70367868 2.00191716
 1.91437975 4.8330213  2.19016298 2.48840147 2.40086405 5.3195056
 0.49090327 0.78914175 0.70160434 3.62024589]",[0.49090327 2.19016298 1.70367868 3.12934262 0.21070107 0.29823848]
740,"[  0.           0.45965635  15.99517442   8.21693061   0.74214035
   1.2017967   16.73731476   8.95907095   0.19677662   0.65643297
  16.19195104   8.41370723 -16.83747493 -16.37781858  -0.84230051
  -8.62054433]","[-16.83747493   0.19677662   0.74214035   8.21693061  15.99517442
   0.45965635]"
39,"[0.         0.85368778 1.09661414 0.9535829  0.05541873 0.90910651
 1.15203287 1.00900163 1.1467937  2.00048148 2.24340784 2.1003766
 0.01512554 0.86881332 1.11173968 0.96870844]",[0.01512554 1.1467937  0.05541873 0.9535829  1.09661414 0.85368778]
964,"[ 0.          2.43595416  0.72397639  0.75801068  0.41209707  2.84805123
  1.13607346  1.17010775  0.34466737  2.78062153  1.06864376  1.10267806
 -3.70655204 -1.27059788 -2.98257565 -2.94854136]",[-3.70655204  0.34466737  0.41209707  0.75801068  0.72397639  2.43595416]
289,"[ 0.          0.78800875  0.73128118  2.69191397 -7.69186103 -6.90385228
 -6.96057985 -4.99994705  0.95158975  1.7395985   1.68287093  3.64350372
  6.96855918  7.75656793  7.69984036  9.66047315]",[ 6.96855918  0.95158975 -7.69186103  2.69191397  0.73128118  0.78800875]
119,"[ 0.          0.55478721  0.37860669  9.68843782  1.31828293  1.87307014
  1.69688962 11.00672075  2.27130504  2.82609225  2.64991173 11.95974286
 -4.23823122 -3.68344401 -3.85962453  5.4502066 ]",[-4.23823122  2.27130504  1.31828293  9.68843782  0.37860669  0.55478721]
96,"[ 0.          0.14942137  0.56686392 -0.46972644 -0.40197445 -0.25255307
  0.16488947 -0.87170089  0.1225392   0.27196057  0.68940311 -0.34718724
  3.12485235  3.27427372  3.69171626  2.65512591]",[ 3.12485235  0.1225392  -0.40197445 -0.46972644  0.56686392  0.14942137]
985,"[0.         0.52802602 0.54850976 0.62574497 1.21895982 1.74698583
 1.76746958 1.84470479 0.73558562 1.26361164 1.28409538 1.36133059
 1.30823451 1.83626053 1.85674427 1.93397948]",[1.30823451 0.73558562 1.21895982 0.62574497 0.54850976 0.52802602]
26,"[ 0.          0.83475093  1.35436615  2.22550132  0.45040829  1.28515922
  1.80477444  2.6759096   0.77184038  1.60659131  2.12620653  2.9973417
 -0.90787357 -0.07312264  0.44649258  1.31762775]",[-0.90787357  0.77184038  0.45040829  2.22550132  1.35436615  0.83475093]
641,"[0.         0.26410356 1.13546264 0.46953529 0.4721595  0.73626306
 1.60762214 0.94169479 0.03228559 0.29638915 1.16774823 0.50182088
 0.39727267 0.66137623 1.53273531 0.86680796]",[0.39727267 0.03228559 0.4721595  0.46953529 1.13546264 0.26410356]
410,"[0.         0.38257148 0.6692665  1.74305614 0.38185869 0.76443017
 1.05112519 2.12491483 0.72508927 1.10766075 1.39435577 2.4681454
 0.6402541  1.02282557 1.30952059 2.38331023]",[0.6402541  0.72508927 0.38185869 1.74305614 0.6692665  0.38257148]
1078,"[0.         0.7605769  0.49791677 0.72170654 0.22051841 0.98109531
 0.71843518 0.94222495 0.59371544 1.35429234 1.09163221 1.31542198
 1.27061757 2.03119447 1.76853434 1.9923241 ]",[1.27061757 0.59371544 0.22051841 0.72170654 0.49791677 0.7605769 ]
606,"[ 0.          2.91551043  0.78599246 -1.07572681  0.3866196   3.30213003
  1.17261206 -0.68910721  0.03970567  2.95521611  0.82569814 -1.03602114
  7.23511538 10.15062582  8.02110785  6.15938858]",[ 7.23511538  0.03970567  0.3866196  -1.07572681  0.78599246  2.91551043]
157,"[0.         0.89592036 0.9961688  0.09396946 0.12567945 1.0215998
 1.12184825 0.21964891 0.61943853 1.51535889 1.61560733 0.71340799
 1.33418952 2.23010987 2.33035831 1.42815898]",[1.33418952 0.61943853 0.12567945 0.09396946 0.9961688  0.89592036]
942,"[0.         0.1737261  0.4559065  3.49123462 1.99086281 2.16458891
 2.4467693  5.48209742 1.18113145 1.35485755 1.63703794 4.67236606
 0.98244031 1.15616642 1.43834681 4.47367493]",[0.98244031 1.18113145 1.99086281 3.49123462 0.4559065  0.1737261 ]
87,"[  0.           0.9137466    6.68817675  -0.96495436  16.6918485
  17.6055951   23.38002525  15.72689414   3.45184633   4.36559293
  10.14002308   2.48689197 -10.37469973  -9.46095312  -3.68652297
 -11.33965409]","[-10.37469973   3.45184633  16.6918485   -0.96495436   6.68817675
   0.9137466 ]"
497,"[ 0.          0.95235142  1.64142189 -0.20989002  0.72959506  1.68194648
  2.37101695  0.51970504  0.30621842  1.25856984  1.94764032  0.0963284
  0.60328167  1.55563309  2.24470356  0.39339165]",[ 0.60328167  0.30621842  0.72959506 -0.20989002  1.64142189  0.95235142]
499,"[ 0.          2.15536643  0.25029756  1.83090456  0.35514964  2.51051608
  0.6054472   2.1860542   1.36373324  3.51909968  1.6140308   3.1946378
 -2.9865062  -0.83113977 -2.73620864 -1.15560164]",[-2.9865062   1.36373324  0.35514964  1.83090456  0.25029756  2.15536643]
864,"[0.         0.56489843 0.97851169 2.14075564 0.48048065 1.04537908
 1.45899234 2.62123629 0.74287746 1.30777589 1.72138915 2.8836331
 0.76030394 1.32520237 1.73881563 2.90105958]",[0.76030394 0.74287746 0.48048065 2.14075564 0.97851169 0.56489843]
686,"[0.00000000e+00 4.78803452e-01 5.55178087e-03 3.51757056e+00
 1.07857642e+00 1.55737987e+00 1.08412820e+00 4.59614698e+00
 6.06069105e-01 1.08487256e+00 6.11620886e-01 4.12363967e+00
 3.02736344e+00 3.50616689e+00 3.03291522e+00 6.54493400e+00]",[3.02736344 0.60606911 1.07857642 3.51757056 0.00555178 0.47880345]
703,"[0.00000000e+00 4.26125872e-04 6.16985171e-01 2.42282450e+00
 2.78388594e-01 2.78814720e-01 8.95373765e-01 2.70121310e+00
 2.40738811e+00 2.40781423e+00 3.02437328e+00 4.83021261e+00
 5.64661693e+00 5.64704306e+00 6.26360210e+00 8.06944144e+00]","[5.64661693e+00 2.40738811e+00 2.78388594e-01 2.42282450e+00
 6.16985171e-01 4.26125872e-04]"
250,"[  0.           0.36816798  17.56253535 -16.00217877   0.58557042
   0.9537384   18.14810577 -15.41660836   0.0643       0.43246798
  17.62683535 -15.93787878   2.30049886   2.66866684  19.86303421
 -13.70167992]","[  2.30049886   0.0643       0.58557042 -16.00217877  17.56253535
   0.36816798]"
1061,"[  0.           0.96394378  -6.65347567   7.53852176   0.54008091
   1.50402469  -6.11339476   8.07860266 -12.16190606 -11.19796228
 -18.81538173  -4.6233843   29.17580769  30.13975147  22.52233203
  36.71432945]","[ 29.17580769 -12.16190606   0.54008091   7.53852176  -6.65347567
   0.96394378]"
421,"[  0.           0.21144691   9.65600666   4.92953109   2.16498675
   2.37643366  11.82099341   7.09451784  -7.7190168   -7.50756989
   1.93698986  -2.78948571 -32.77246872 -32.5610218  -23.11646206
 -27.84293763]","[-32.77246872  -7.7190168    2.16498675   4.92953109   9.65600666
   0.21144691]"
968,"[0.         0.41775909 1.17905493 0.34595026 0.49664845 0.91440755
 1.67570339 0.84259871 0.82582413 1.24358322 2.00487906 1.17177439
 1.95312291 2.370882   3.13217784 2.29907317]",[1.95312291 0.82582413 0.49664845 0.34595026 1.17905493 0.41775909]
634,"[ 0.          0.9908589   1.41674645 -0.38291617  0.79929632  1.79015522
  2.21604277  0.41638015  0.57559365  1.56645255  1.9923401   0.19267748
  3.77606566  4.76692456  5.19281211  3.39314949]",[ 3.77606566  0.57559365  0.79929632 -0.38291617  1.41674645  0.9908589 ]
224,"[ 0.          0.82650426  1.13158755 -0.07110304  0.20706728  1.03357154
  1.33865483  0.13596424  5.21761403  6.04411829  6.34920158  5.146511
  0.36904193  1.19554619  1.50062948  0.29793889]",[ 0.36904193  5.21761403  0.20706728 -0.07110304  1.13158755  0.82650426]
280,"[ 0.          0.46957879  0.84079726  3.61292295  0.51477949  0.98435828
  1.35557676  4.12770244  0.73708814  1.20666693  1.5778854   4.35001108
 -0.33299278  0.13658601  0.50780449  3.27993017]",[-0.33299278  0.73708814  0.51477949  3.61292295  0.84079726  0.46957879]
267,"[ 0.          0.13532726  0.14417689 28.84253758  0.90276812  1.03809538
  1.04694501 29.74530569  0.76881103  0.90413829  0.91298791 29.6113486
 -2.9957314  -2.86040414 -2.85155451 25.84680618]",[-2.9957314   0.76881103  0.90276812 28.84253758  0.14417689  0.13532726]
367,"[  0.           0.81597529   9.62722162  -6.00000785   0.99423694
   1.81021223  10.62145855  -5.00577091 -14.02876427 -13.21278898
  -4.40154266 -20.02877212 -34.05861605 -33.24264075 -24.43139443
 -40.05862389]","[-34.05861605 -14.02876427   0.99423694  -6.00000785   9.62722162
   0.81597529]"
1081,"[0.         0.29766187 0.90697252 1.36454537 0.158245   0.45590686
 1.06521751 1.52279036 0.75319092 1.05085279 1.66016344 2.11773629
 3.30784405 3.60550591 4.21481656 4.67238941]",[3.30784405 0.75319092 0.158245   1.36454537 0.90697252 0.29766187]
496,"[ 0.          2.91864271  0.7444789  -1.51364385  3.80246172  6.72110442
  4.54694061  2.28881787  3.16935802  6.08800072  3.91383691  1.65571417
 -0.69620895  2.22243375  0.04826994 -2.2098528 ]",[-0.69620895  3.16935802  3.80246172 -1.51364385  0.7444789   2.91864271]
220,"[0.         0.02255071 1.35952985 0.13002045 1.111056   1.13360672
 2.47058585 1.24107646 1.16376912 1.18631983 2.52329897 1.29378957
 0.59066081 0.61321152 1.95019066 0.72068126]",[0.59066081 1.16376912 1.111056   0.13002045 1.35952985 0.02255071]
431,"[0.         0.90884754 0.43800963 2.87760475 0.67962513 1.58847267
 1.11763476 3.55722989 0.5829729  1.49182044 1.02098253 3.46057765
 0.49292764 1.40177517 0.93093727 3.37053239]",[0.49292764 0.5829729  0.67962513 2.87760475 0.43800963 0.90884754]
727,"[ 0.          0.23884881  0.83682231  0.98864612  0.06740726  0.30625607
  0.90422957  1.05605338 -0.82985357 -0.59100476  0.00696873  0.15879254
  1.5439919   1.78284071  2.38081421  2.53263802]",[ 1.5439919  -0.82985357  0.06740726  0.98864612  0.83682231  0.23884881]
569,"[0.         0.72692474 0.86693931 0.62927887 0.73749703 1.46442177
 1.60443633 1.3667759  0.90575924 1.63268398 1.77269855 1.53503811
 1.43723789 2.16416263 2.30417719 2.06651676]",[1.43723789 0.90575924 0.73749703 0.62927887 0.86693931 0.72692474]
321,"[ 0.          0.64516077  0.59248499  3.48049792  0.47180206  1.11696283
  1.06428705  3.95229998  0.63793687  1.28309764  1.23042186  4.11843478
 -0.41521407  0.2299467   0.17727092  3.06528384]",[-0.41521407  0.63793687  0.47180206  3.48049792  0.59248499  0.64516077]
558,"[ 0.          0.93552512  0.69313378  0.20275849 -2.42219372 -1.4866686
 -1.72905994 -2.21943524 -1.10997404 -0.17444892 -0.41684026 -0.90721556
  4.87236384  5.80788896  5.56549762  5.07512232]",[ 4.87236384 -1.10997404 -2.42219372  0.20275849  0.69313378  0.93552512]
734,"[ 0.          0.86722046  0.05775945 22.39347025  0.31180637  1.17902683
  0.36956582 22.70527662  0.07203614  0.9392566   0.12979559 22.46550639
 13.4090152  14.27623566 13.46677466 35.80248546]",[13.4090152   0.07203614  0.31180637 22.39347025  0.05775945  0.86722046]
284,"[0.         0.83420362 0.10416113 1.9137354  0.59756872 1.43177234
 0.70172985 2.51130412 0.84733394 1.68153756 0.95149507 2.76106934
 1.96631501 2.80051863 2.07047614 3.88005041]",[1.96631501 0.84733394 0.59756872 1.9137354  0.10416113 0.83420362]
730,"[0.         0.25337704 0.63348022 0.35722647 2.63401171 2.88738875
 3.26749192 2.99123818 1.32847126 1.5818483  1.96195148 1.68569773
 0.17272865 0.4261057  0.80620887 0.52995512]",[0.17272865 1.32847126 2.63401171 0.35722647 0.63348022 0.25337704]
60,"[ 0.          0.35300637  0.42467233  0.19442532  7.09895921  7.45196558
  7.52363155  7.29338453 -0.99693207 -0.6439257  -0.57225974 -0.80250675
  0.50005701  0.85306337  0.92472934  0.69448232]",[ 0.50005701 -0.99693207  7.09895921  0.19442532  0.42467233  0.35300637]
100,"[ 0.          0.9545437   0.76649431  0.37166771 -2.25820899 -1.30366529
 -1.49171468 -1.88654129  4.27888422  5.23342792  5.04537853  4.65055192
  0.52117444  1.47571815  1.28766875  0.89284215]",[ 0.52117444  4.27888422 -2.25820899  0.37166771  0.76649431  0.9545437 ]
854,"[0.         0.1056099  0.59403035 2.81862113 0.96358394 1.06919384
 1.55761429 3.78220508 0.34690837 0.45251827 0.94093872 3.16552951
 0.29884742 0.40445732 0.89287777 3.11746855]",[0.29884742 0.34690837 0.96358394 2.81862113 0.59403035 0.1056099 ]
662,"[0.         0.32427977 0.18322228 1.19396542 0.03034545 0.35462522
 0.21356773 1.22431088 0.08379217 0.40807194 0.26701445 1.27775759
 1.37120614 1.69548591 1.55442842 2.56517157]",[1.37120614 0.08379217 0.03034545 1.19396542 0.18322228 0.32427977]
706,"[0.         0.84753855 0.85316564 2.86879653 0.40343521 1.25097376
 1.25660085 3.27223174 0.59531065 1.44284919 1.44847628 3.46410717
 0.48035153 1.32789008 1.33351717 3.34914806]",[0.48035153 0.59531065 0.40343521 2.86879653 0.85316564 0.84753855]
217,"[  0.           0.70599201   0.59665572 -25.40770844   0.97736566
   1.68335767   1.57402138 -24.43034278   0.72968399   1.435676
   1.32633971 -24.67802446  12.83863296  13.54462497  13.43528868
 -12.56907549]","[ 12.83863296   0.72968399   0.97736566 -25.40770844   0.59665572
   0.70599201]"
939,"[ 0.          2.23063329  0.16759478 -1.06984278  0.99173986  3.22237314
  1.15933463 -0.07810292  0.21251541  2.4431487   0.38011019 -0.85732737
 -0.10627101  2.12436227  0.06132377 -1.17611379]",[-0.10627101  0.21251541  0.99173986 -1.06984278  0.16759478  2.23063329]
463,"[ 0.          1.12587149  0.36578279  3.26530335  0.43009803  1.55596953
  0.79588082  3.69540138 -2.53581257 -1.40994108 -2.17002979  0.72949077
 -1.35594642 -0.23007492 -0.99016363  1.90935693]",[-1.35594642 -2.53581257  0.43009803  3.26530335  0.36578279  1.12587149]
528,"[  0.           0.61449848   3.48207005   6.25201672 -11.34296999
 -10.72847151  -7.86089994  -5.09095327  17.35813105  17.97262953
  20.84020111  23.61014778  -7.22538108  -6.6108826   -3.74331103
  -0.97336435]","[ -7.22538108  17.35813105 -11.34296999   6.25201672   3.48207005
   0.61449848]"
830,"[ 0.          0.43536639  0.81426067  1.69822793  0.88193915  1.31730554
  1.69619981  2.58016708  0.00347761  0.438844    0.81773828  1.70170554
 -0.14853606  0.28683033  0.6657246   1.54969187]",[-0.14853606  0.00347761  0.88193915  1.69822793  0.81426067  0.43536639]
901,"[ 0.          0.77247897  0.32818022 -3.69280077  0.3298032   1.10228217
  0.65798342 -3.36299758 -0.98170871 -0.20922974 -0.65352849 -4.67450949
 11.76509181 12.53757078 12.09327203  8.07229103]",[11.76509181 -0.98170871  0.3298032  -3.69280077  0.32818022  0.77247897]
693,"[ 0.          0.62255203  0.87001221  2.72508507  1.41458913  2.03714116
  2.28460134  4.1396742   0.92632897  1.548881    1.79634119  3.65141405
 -0.62827522 -0.00572319  0.24173699  2.09680985]",[-0.62827522  0.92632897  1.41458913  2.72508507  0.87001221  0.62255203]
1048,"[ 0.          0.24285662  1.10488107  0.85331187  4.54930165  4.79215827
  5.65418273  5.40261353 -4.28104498 -4.03818836 -3.17616391 -3.42773311
 -1.37792013 -1.13506351 -0.27303905 -0.52460826]",[-1.37792013 -4.28104498  4.54930165  0.85331187  1.10488107  0.24285662]
107,"[ 0.          0.25932788  0.53292402  1.86390188  0.79926142  1.0585893
  1.33218545  2.6631633   0.04462962  0.3039575   0.57755364  1.9085315
 -0.97433576 -0.71500787 -0.44141173  0.88956613]",[-0.97433576  0.04462962  0.79926142  1.86390188  0.53292402  0.25932788]
1047,"[ 0.          0.96598794  0.23108175 -0.11555712  0.20830252  1.17429046
  0.43938427  0.0927454  -0.26226588  0.70372206 -0.03118413 -0.377823
  1.56776623  2.53375418  1.79884798  1.45220911]",[ 1.56776623 -0.26226588  0.20830252 -0.11555712  0.23108175  0.96598794]
313,"[0.         0.2387155  0.62967552 2.17984065 0.50290477 0.74162027
 1.13258029 2.68274542 1.01409645 1.25281195 1.64377197 3.19393709
 1.33045557 1.56917107 1.9601311  3.51029622]",[1.33045557 1.01409645 0.50290477 2.17984065 0.62967552 0.2387155 ]
248,"[ 0.          0.43965509  0.06374215 -2.56718533 -4.26129591 -3.82164082
 -4.19755375 -6.82848124 -6.442464   -6.00280891 -6.37872185 -9.00964933
 11.22648865 11.66614374 11.2902308   8.65930332]",[11.22648865 -6.442464   -4.26129591 -2.56718533  0.06374215  0.43965509]
236,"[0.         0.18143502 0.58853865 0.59373019 0.1716203  0.35305532
 0.76015895 0.76535049 0.1568489  0.33828392 0.74538755 0.75057909
 2.8274201  3.00885512 3.41595875 3.42115029]",[2.8274201  0.1568489  0.1716203  0.59373019 0.58853865 0.18143502]
513,"[ 0.          0.05948965  2.44700995 -1.88189222  0.74969957  0.80918922
  3.19670952 -1.13219265  0.84925071  0.90874036  3.29626066 -1.03264151
  3.46264069  3.52213034  5.90965063  1.58074846]",[ 3.46264069  0.84925071  0.74969957 -1.88189222  2.44700995  0.05948965]
654,"[ 0.          0.09608738  2.03474204 -0.0306966   0.96798965  1.06407703
  3.00273169  0.93729305  0.22473238  0.32081977  2.25947442  0.19403579
 -1.00771001 -0.91162263  1.02703202 -1.03840661]",[-1.00771001  0.22473238  0.96798965 -0.0306966   2.03474204  0.09608738]
362,"[ 0.          1.16170467  0.23383678  0.03859509  0.91475394  2.07645861
  1.14859072  0.95334903  0.02094609  1.18265075  0.25478287  0.05954117
 13.20690906 14.36861372 13.44074584 13.24550414]",[13.20690906  0.02094609  0.91475394  0.03859509  0.23383678  1.16170467]
16,"[ 0.          0.32093693  0.94333934  0.6015008  37.72964318 38.05058011
 38.67298252 38.33114398 28.56162338 28.88256031 29.50496272 29.16312418
  0.27992101  0.60085795  1.22326035  0.88142182]",[ 0.27992101 28.56162338 37.72964318  0.6015008   0.94333934  0.32093693]
59,"[  0.           0.12349904   0.17323311 -19.76376448   0.51988753
   0.64338657   0.69312064 -19.24387694   0.76548243   0.88898147
   0.93871554 -18.99828204  32.17737586  32.3008749   32.35060896
  12.41361138]","[ 32.17737586   0.76548243   0.51988753 -19.76376448   0.17323311
   0.12349904]"
260,"[ 0.          0.94826718  4.89699122 -3.38266241 -0.34696394  0.60130325
  4.55002728 -3.72962635  1.60923042  2.5574976   6.50622164 -1.77343199
  3.50433293  4.45260012  8.40132415  0.12167052]",[ 3.50433293  1.60923042 -0.34696394 -3.38266241  4.89699122  0.94826718]
493,"[0.         0.69816153 0.86438577 4.98116363 0.0432244  0.74138593
 0.90761017 5.02438803 0.81512456 1.51328609 1.67951034 5.7962882
 1.53462391 2.23278544 2.39900968 6.51578754]",[1.53462391 0.81512456 0.0432244  4.98116363 0.86438577 0.69816153]
232,"[0.         0.34593145 0.08690215 0.55910226 0.33199221 0.67792366
 0.41889436 0.89109447 0.40979735 0.75572879 0.49669949 0.9688996
 2.23806436 2.58399581 2.3249665  2.79716661]",[2.23806436 0.40979735 0.33199221 0.55910226 0.08690215 0.34593145]
933,"[  0.           0.82281079   0.89904201 -21.22316503 -24.31547092
 -23.49266013 -23.41642891 -45.53863595  -7.49880211  -6.67599133
  -6.59976011 -28.72196714  29.54404101  30.3668518   30.44308302
   8.32087599]","[ 29.54404101  -7.49880211 -24.31547092 -21.22316503   0.89904201
   0.82281079]"
957,"[0.00000000e+00 9.67455052e-01 2.54865814e-01 4.95108578e+01
 1.28067653e-01 1.09552270e+00 3.82933467e-01 4.96389254e+01
 4.63778042e+00 5.60523547e+00 4.89264623e+00 5.41486382e+01
 8.65439613e+01 8.75114164e+01 8.67988272e+01 1.36054819e+02]",[86.54396134  4.63778042  0.12806765 49.51085776  0.25486581  0.96745505]
839,"[0.         0.06947822 0.29389598 0.73812418 0.67382103 0.74329925
 0.96771702 1.41194521 0.82628208 0.8957603  1.12017806 1.56440626
 1.57299528 1.6424735  1.86689127 2.31111946]",[1.57299528 0.82628208 0.67382103 0.73812418 0.29389598 0.06947822]
756,"[  0.           0.97879141   0.38500336   0.49666066  83.71740467
  84.69619608  84.10240803  84.21406533 -88.0698939  -87.0911025
 -87.68489054 -87.57323324   0.4398393    1.41863071   0.82484267
   0.93649996]","[  0.4398393  -88.0698939   83.71740467   0.49666066   0.38500336
   0.97879141]"
192,"[0.         0.9152494  0.246517   1.34871343 0.64097707 1.55622647
 0.88749407 1.9896905  0.9731119  1.88836129 1.2196289  2.32182533
 1.08379966 1.99904906 1.33031666 2.43251309]",[1.08379966 0.9731119  0.64097707 1.34871343 0.246517   0.9152494 ]
294,"[ 0.          0.42174094  0.80062507  0.55264314 -0.79623276 -0.37449183
  0.00439231 -0.24358962  1.18452163  1.60626257  1.9851467   1.73716477
  0.71104799  1.13278893  1.51167306  1.26369113]",[ 0.71104799  1.18452163 -0.79623276  0.55264314  0.80062507  0.42174094]
714,"[ 0.          0.9285047   0.76253087  0.55532203  0.83135607  1.75986076
  1.59388693  1.3866781   0.97380477  1.90230947  1.73633564  1.52912681
 -0.02612693  0.90237777  0.73640394  0.52919511]",[-0.02612693  0.97380477  0.83135607  0.55532203  0.76253087  0.9285047 ]
904,"[0.         0.63875127 0.47090059 1.69947283 0.38360871 1.02235998
 0.8545093  2.08308154 0.90375223 1.5425035  1.37465282 2.60322506
 2.93322205 3.57197332 3.40412264 4.63269488]",[2.93322205 0.90375223 0.38360871 1.69947283 0.47090059 0.63875127]
976,"[ 0.          1.76153984  0.20237068  0.99612743  0.24682322  2.00836305
  0.4491939   1.24295065 -1.32408894  0.4374509  -1.12171826 -0.3279615
  0.60657107  2.36811091  0.80894175  1.6026985 ]",[ 0.60657107 -1.32408894  0.24682322  0.99612743  0.20237068  1.76153984]
156,"[  0.           0.55923175   0.50690684  43.63864531  15.16764204
  15.7268738   15.67454888  58.80628735   8.01991145   8.57914321
   8.52681829  51.65855677 225.79018413 226.34941589 226.29709097
 269.42882945]","[225.79018413   8.01991145  15.16764204  43.63864531   0.50690684
   0.55923175]"
742,"[ 0.          0.20656613  1.04681894 -0.10743783  0.98533345  1.19189958
  2.03215239  0.87789561  0.12275117  0.32931731  1.16957011  0.01531334
  0.65433775  0.86090389  1.70115669  0.54689992]",[ 0.65433775  0.12275117  0.98533345 -0.10743783  1.04681894  0.20656613]
177,"[0.         0.94279331 1.16742585 1.11832708 0.63706358 1.57985688
 1.80448943 1.75539065 0.18248612 1.12527943 1.34991197 1.3008132
 1.2157737  2.15856701 2.38319956 2.33410078]",[1.2157737  0.18248612 0.63706358 1.11832708 1.16742585 0.94279331]
