screen_name,r,w
174,"[ 0.          0.59014234  3.58301217  2.07933146  0.05172025  0.64186259
  3.63473243  2.13105171  0.75771431  1.34785665  4.34072648  2.83704577
 -8.99611717 -8.40597483 -5.413105   -6.91678571]",[-8.99611717  0.75771431  0.05172025  2.07933146  3.58301217  0.59014234]
975,"[ 0.          0.53210832  0.30723721  0.33135578  0.40621632  0.93832465
  0.71345354  0.7375721   0.1312427   0.66335102  0.43847991  0.46259847
 13.53863401 14.07074233 13.84587122 13.86998978]",[13.53863401  0.1312427   0.40621632  0.33135578  0.30723721  0.53210832]
262,"[0.         0.39921041 0.22692068 3.57558619 1.13438185 1.53359226
 1.36130253 4.70996804 2.64346081 3.04267122 2.87038149 6.21904699
 1.13325281 1.53246322 1.3601735  4.708839  ]",[1.13325281 2.64346081 1.13438185 3.57558619 0.22692068 0.39921041]
838,"[0.         1.32312349 0.37172341 0.70650858 0.55128924 1.87441272
 0.92301265 1.25779782 0.71560383 2.03872732 1.08732725 1.42211241
 0.79535152 2.11847501 1.16707493 1.5018601 ]",[0.79535152 0.71560383 0.55128924 0.70650858 0.37172341 1.32312349]
825,"[ 0.         -0.5809607   0.93799436  8.22182767  7.42327616  6.84231546
  8.36127052 15.64510383 21.61763568 21.03667499 22.55563004 29.83946335
 -3.54128601 -4.1222467  -2.60329165  4.68054167]",[-3.54128601 21.61763568  7.42327616  8.22182767  0.93799436 -0.5809607 ]
209,"[0.         0.80018006 0.53581294 0.66273815 0.79674833 1.59692839
 1.33256127 1.45948648 0.65623166 1.45641172 1.1920446  1.31896981
 2.36174288 3.16192294 2.89755582 3.02448103]",[2.36174288 0.65623166 0.79674833 0.66273815 0.53581294 0.80018006]
483,"[0.         0.56181058 0.71539097 1.17224631 0.8075723  1.36938288
 1.52296327 1.97981862 0.23032155 0.79213212 0.94571252 1.40256786
 0.34654198 0.90835256 1.06193296 1.5187883 ]",[0.34654198 0.23032155 0.8075723  1.17224631 0.71539097 0.56181058]
288,"[0.         0.47546554 1.07997548 0.228121   0.38926325 0.86472879
 1.46923872 0.61738424 0.69627077 1.17173631 1.77624625 0.92439177
 4.34820631 4.82367186 5.42818179 4.57632731]",[4.34820631 0.69627077 0.38926325 0.228121   1.07997548 0.47546554]
228,"[0.         0.54643089 1.31056983 0.75925227 0.81889728 1.36532817
 2.1294671  1.57814954 0.7602293  1.30666019 2.07079913 1.51948157
 1.18821829 1.73464918 2.49878812 1.94747056]",[1.18821829 0.7602293  0.81889728 0.75925227 1.31056983 0.54643089]
179,"[  0.           0.77819849   0.39155355 -15.3314446    0.9227913
   1.70098979   1.31434484 -14.4086533    0.11726307   0.89546157
   0.50881662 -15.21418153  21.32992152  22.10812001  21.72147507
   5.99847692]","[ 21.32992152   0.11726307   0.9227913  -15.3314446    0.39155355
   0.77819849]"
681,"[  0.           0.29913057  11.05743635   0.57848623   0.10794525
   0.40707582  11.1653816    0.68643148   0.22400431   0.52313488
  11.28144066   0.80249054 -10.94195475 -10.64282417   0.1154816
 -10.36346851]","[-10.94195475   0.22400431   0.10794525   0.57848623  11.05743635
   0.29913057]"
505,"[0.         0.27514631 1.06261074 0.19792631 0.72191013 0.99705644
 1.78452086 0.91983643 0.23600176 0.51114808 1.2986125  0.43392807
 2.78412042 3.05926674 3.84673116 2.98204673]",[2.78412042 0.23600176 0.72191013 0.19792631 1.06261074 0.27514631]
879,"[0.         0.00920591 0.4585775  1.11551755 0.35012159 0.3593275
 0.80869909 1.46563913 0.9753505  0.98455641 1.433928   2.09086805
 1.29772873 1.30693464 1.75630623 2.41324628]",[1.29772873 0.9753505  0.35012159 1.11551755 0.4585775  0.00920591]
408,"[ 0.00000000e+00  4.09527442e-04  1.08901168e+00 -2.28321029e-01
  3.06286053e-01  3.06695581e-01  1.39529774e+00  7.79650246e-02
  4.42661954e-01  4.43071482e-01  1.53167364e+00  2.14340926e-01
  2.99464976e+00  2.99505928e+00  4.08366144e+00  2.76632873e+00]","[ 2.99464976e+00  4.42661954e-01  3.06286053e-01 -2.28321029e-01
  1.08901168e+00  4.09527442e-04]"
593,"[0.00000000e+00 1.07312286e+02 9.22384400e-01 1.40237740e-02
 4.25878073e+00 1.11571067e+02 5.18116513e+00 4.27280450e+00
 6.49991871e-01 1.07962278e+02 1.57237627e+00 6.64015645e-01
 4.07397246e+01 1.48052011e+02 4.16621090e+01 4.07537483e+01]","[4.07397246e+01 6.49991871e-01 4.25878073e+00 1.40237740e-02
 9.22384400e-01 1.07312286e+02]"
556,"[0.         0.31681391 1.26230336 0.75203831 0.8713223  1.18813621
 2.13362566 1.6233606  0.96123147 1.27804538 2.22353483 1.71326977
 1.04463998 1.3614539  2.30694335 1.79667829]",[1.04463998 0.96123147 0.8713223  0.75203831 1.26230336 0.31681391]
171,"[ 0.          0.71743455  0.21993756  4.79919998  1.12780291  1.84523746
  1.34774047  5.92700289  0.96454809  1.68198265  1.18448565  5.76374807
 -2.45125705 -1.7338225  -2.23131949  2.34794293]",[-2.45125705  0.96454809  1.12780291  4.79919998  0.21993756  0.71743455]
75,"[ 0.          0.365289    0.91415513 -1.61730287  8.07827907  8.44356807
  8.9924342   6.46097621  3.15022198  3.51551097  4.06437711  1.53291911
  0.55319597  0.91848497  1.4673511  -1.0641069 ]",[ 0.55319597  3.15022198  8.07827907 -1.61730287  0.91415513  0.365289  ]
439,"[0.         0.36266672 0.15569329 5.8098507  0.07872822 0.44139494
 0.23442151 5.88857893 0.88635843 1.24902515 1.04205171 6.69620913
 0.95019473 1.31286145 1.10588802 6.76004544]",[0.95019473 0.88635843 0.07872822 5.8098507  0.15569329 0.36266672]
898,"[ 0.          0.93703679  0.88933987  0.71952041  0.79528072  1.73231751
  1.6846206   1.51480113 -0.61902113  0.31801566  0.27031874  0.10049928
  4.25212409  5.18916088  5.14146397  4.9716445 ]",[ 4.25212409 -0.61902113  0.79528072  0.71952041  0.88933987  0.93703679]
1019,"[  0.           0.21477841   0.17978442   2.63795812  17.06551576
  17.28029417  17.24530018  19.70347388 -15.43540567 -15.22062726
 -15.25562125 -12.79744755   7.32168253   7.53646094   7.50146695
   9.95964065]","[  7.32168253 -15.43540567  17.06551576   2.63795812   0.17978442
   0.21477841]"
459,"[0.         0.50633722 0.13166992 1.58540206 0.80913389 1.31547111
 0.94080381 2.39453594 0.05087034 0.55720756 0.18254027 1.6362724
 1.87584262 2.38217984 2.00751254 3.46124468]",[1.87584262 0.05087034 0.80913389 1.58540206 0.13166992 0.50633722]
796,"[0.         0.53123571 0.46511585 1.54342017 0.03547652 0.56671222
 0.50059236 1.57889669 2.20419799 2.73543369 2.66931384 3.74761816
 0.70209755 1.23333326 1.1672134  2.24551773]",[0.70209755 2.20419799 0.03547652 1.54342017 0.46511585 0.53123571]
11,"[ 0.          0.40089258  0.3094983   0.63561747  3.9188889   4.31978148
  4.22838719  4.55450637 -1.96643718 -1.5655446  -1.65693889 -1.33081971
  0.2880484   0.68894098  0.5975467   0.92366588]",[ 0.2880484  -1.96643718  3.9188889   0.63561747  0.3094983   0.40089258]
419,"[ 0.          0.51861802  1.29365311  0.45414327  0.70549015  1.22410817
  1.99914326  1.15963342  0.85305746  1.37167548  2.14671057  1.30720073
 -0.28645251  0.23216551  1.0072006   0.16769076]",[-0.28645251  0.85305746  0.70549015  0.45414327  1.29365311  0.51861802]
857,"[0.         0.61224296 0.78523019 0.25930304 0.44505137 1.05729433
 1.23028156 0.70435441 0.32631037 0.93855332 1.11154055 0.5856134
 1.45799261 2.07023556 2.2432228  1.71729565]",[1.45799261 0.32631037 0.44505137 0.25930304 0.78523019 0.61224296]
264,"[ 0.          4.46093446  0.88613684 -3.27374445  0.60742659  5.06836105
  1.49356343 -2.66631786  0.81970078  5.28063524  1.70583762 -2.45404368
  5.68500243 10.14593689  6.57113927  2.41125797]",[ 5.68500243  0.81970078  0.60742659 -3.27374445  0.88613684  4.46093446]
541,"[0.         0.07468257 0.97135644 0.5750129  0.42010213 0.4947847
 1.39145857 0.99511503 0.82744164 0.90212421 1.79879808 1.40245454
 0.27397177 0.34865434 1.24532821 0.84898467]",[0.27397177 0.82744164 0.42010213 0.5750129  0.97135644 0.07468257]
120,"[ 0.          0.22141743  1.74121188  0.51634024 -2.08707266 -1.86565523
 -0.34586078 -1.57073242  3.15451275  3.37593019  4.89572464  3.670853
  0.6552106   0.87662803  2.39642248  1.17155084]",[ 0.6552106   3.15451275 -2.08707266  0.51634024  1.74121188  0.22141743]
836,"[0.         0.25837432 0.92226346 3.26543841 0.46637267 0.72474698
 1.38863613 3.73181107 0.81637558 1.0747499  1.73863905 4.08181399
 0.44107522 0.69944953 1.36333868 3.70651362]",[0.44107522 0.81637558 0.46637267 3.26543841 0.92226346 0.25837432]
399,"[ 0.          0.92636548  0.97897693  0.42583515  5.11738768  6.04375316
  6.0963646   5.54322283 -6.6598147  -5.73344922 -5.68083778 -6.23397955
  0.07826922  1.0046347   1.05724615  0.50410437]",[ 0.07826922 -6.6598147   5.11738768  0.42583515  0.97897693  0.92636548]
9,"[ 0.          0.8504178   1.51783966  0.92265497  0.28206571  1.1324835
  1.79990537  1.20472067  0.09911596  0.94953375  1.61695562  1.02177092
 -1.8330893  -0.9826715  -0.31524963 -0.91043433]",[-1.8330893   0.09911596  0.28206571  0.92265497  1.51783966  0.8504178 ]
363,"[ 0.          0.07338898  0.72699044  0.56466968  0.56308244  0.63647143
  1.29007288  1.12775213 -1.02978638 -0.9563974  -0.30279594 -0.4651167
  1.66710487  1.74049386  2.39409531  2.23177456]",[ 1.66710487 -1.02978638  0.56308244  0.56466968  0.72699044  0.07338898]
1036,"[0.         0.19718787 0.45455455 3.0305026  2.56575471 2.76294257
 3.02030926 5.59625731 0.40941302 0.60660089 0.86396758 3.43991563
 0.52051442 0.71770229 0.97506898 3.55101702]",[0.52051442 0.40941302 2.56575471 3.0305026  0.45455455 0.19718787]
66,"[ 0.          1.60733939  0.88434864  1.0088668   0.54182991  2.1491693
  1.42617855  1.5506967   0.5938039   2.20114329  1.47815254  1.6026707
 -0.70777842  0.89956097  0.17657022  0.30108838]",[-0.70777842  0.5938039   0.54182991  1.0088668   0.88434864  1.60733939]
1069,"[ 0.          0.47346662  0.26369532 28.51490929  0.52156316  0.99502978
  0.78525847 29.03647245  8.13559669  8.60906331  8.399292   36.65050598
 27.99713382 28.47060044 28.26082913 56.51204311]",[27.99713382  8.13559669  0.52156316 28.51490929  0.26369532  0.47346662]
184,"[ 0.          0.5455235   3.47958317 -2.2627586   0.17423318  0.71975668
  3.65381635 -2.08852542  0.73385328  1.27937678  4.21343645 -1.52890532
  7.91217965  8.45770315 11.39176282  5.64942105]",[ 7.91217965  0.73385328  0.17423318 -2.2627586   3.47958317  0.5455235 ]
1026,"[0.         0.16397502 0.79072759 3.2120739  2.88128854 3.04526357
 3.67201614 6.09336245 0.96818128 1.13215631 1.75890888 4.18025519
 0.84989417 1.0138692  1.64062177 4.06196808]",[0.84989417 0.96818128 2.88128854 3.2120739  0.79072759 0.16397502]
861,"[ 0.00000000e+00  6.50036063e-03  1.29541896e+00 -1.49439251e-01
  3.60402345e-01  3.66902706e-01  1.65582131e+00  2.10963094e-01
 -1.04481615e+00 -1.03831579e+00  2.50602813e-01 -1.19425540e+00
  1.11231006e+01  1.11296009e+01  1.24185195e+01  1.09736613e+01]","[ 1.11231006e+01 -1.04481615e+00  3.60402345e-01 -1.49439251e-01
  1.29541896e+00  6.50036063e-03]"
1065,"[ 0.          0.60900607  1.42150609  0.49949405  0.609163    1.21816907
  2.03066909  1.10865705  0.27076433  0.87977039  1.69227042  0.77025838
 -0.12909268  0.47991338  1.29241341  0.37040137]",[-0.12909268  0.27076433  0.609163    0.49949405  1.42150609  0.60900607]
774,"[ 0.          3.60763317  0.12492336  0.14834665 -4.31702134 -0.70938816
 -4.19209798 -4.16867468 -3.83217752 -0.22454434 -3.70725416 -3.68383086
  1.6810274   5.28866058  1.80595076  1.82937406]",[ 1.6810274  -3.83217752 -4.31702134  0.14834665  0.12492336  3.60763317]
605,"[ 0.          0.02005317  0.64179584  1.62115871  0.96289849  0.98295166
  1.60469432  2.5840572   2.38015911  2.40021228  3.02195495  4.00131782
 -0.68941646 -0.66936329 -0.04762062  0.93174225]",[-0.68941646  2.38015911  0.96289849  1.62115871  0.64179584  0.02005317]
54,"[ 0.          0.97556148  0.08991156  2.02242634  1.35894777  2.33450925
  1.44885933  3.3813741  -1.00931404 -0.03375256 -0.91940248  1.0131123
  0.56959629  1.54515777  0.65950785  2.59202263]",[ 0.56959629 -1.00931404  1.35894777  2.02242634  0.08991156  0.97556148]
42,"[ 0.          0.97929765  2.18144555 -1.40230324  0.48695183  1.46624948
  2.66839738 -0.9153514   0.57780212  1.55709977  2.75924767 -0.82450111
 -0.20060898  0.77868868  1.98083658 -1.60291221]",[-0.20060898  0.57780212  0.48695183 -1.40230324  2.18144555  0.97929765]
651,"[ 0.         -1.13908302  0.969327    5.55367544  0.0282844  -1.11079862
  0.9976114   5.58195983  0.83077651 -0.30830651  1.80010352  6.38445195
  1.09381968 -0.04526334  2.06314669  6.64749512]",[ 1.09381968  0.83077651  0.0282844   5.55367544  0.969327   -1.13908302]
804,"[ 0.          1.02092819  0.02065497  0.84017649  1.92818549  2.94911368
  1.94884046  2.76836198  1.80912621  2.8300544   1.82978118  2.64930271
 -1.37425283 -0.35332464 -1.35359785 -0.53407633]",[-1.37425283  1.80912621  1.92818549  0.84017649  0.02065497  1.02092819]
286,"[0.         0.0706424  0.59404202 1.36629673 0.76279075 0.83343314
 1.35683277 2.12908748 0.14393418 0.21457658 0.7379762  1.51023091
 0.90832512 0.97896752 1.50236714 2.27462186]",[0.90832512 0.14393418 0.76279075 1.36629673 0.59404202 0.0706424 ]
40,"[ 0.          4.26214325  0.77126128  0.9647246  -7.86179353 -3.59965028
 -7.09053225 -6.89706893  1.26373171  5.52587496  2.03499299  2.22845631
  0.67171866  4.93386192  1.44297995  1.63644327]",[ 0.67171866  1.26373171 -7.86179353  0.9647246   0.77126128  4.26214325]
124,"[ 0.          0.33251182  0.46163942 -0.402915    0.4201      0.75261182
  0.88173942  0.017185    0.0078969   0.34040872  0.46953632 -0.3950181
  1.92169887  2.25421069  2.38333829  1.51878387]",[ 1.92169887  0.0078969   0.4201     -0.402915    0.46163942  0.33251182]
580,"[ 0.          0.91127518  0.1163941   0.67766459  5.13427739  6.04555257
  5.2506715   5.81194199 -0.39510065  0.51617453 -0.27870655  0.28256394
  0.18303395  1.09430913  0.29942806  0.86069855]",[ 0.18303395 -0.39510065  5.13427739  0.67766459  0.1163941   0.91127518]
613,"[ 0.          0.18603504  0.28002957  1.71073719  0.18582661  0.37186165
  0.46585619  1.8965638   2.25855426  2.4445893   2.53858383  3.96929145
 -0.08258443  0.10345061  0.19744515  1.62815276]",[-0.08258443  2.25855426  0.18582661  1.71073719  0.28002957  0.18603504]
214,"[ 0.          0.95729419  0.55162391  0.72497791  5.96307836  6.92037255
  6.51470227  6.68805627 -2.93638015 -1.97908596 -2.38475624 -2.21140224
  0.61346474  1.57075893  1.16508865  1.33844265]",[ 0.61346474 -2.93638015  5.96307836  0.72497791  0.55162391  0.95729419]
403,"[ 0.          0.49650726  0.39178026  1.20074091 -0.02013814  0.47636912
  0.37164213  1.18060277  0.01076641  0.50727367  0.40254667  1.21150732
  2.93719522  3.43370248  3.32897549  4.13793613]",[ 2.93719522  0.01076641 -0.02013814  1.20074091  0.39178026  0.49650726]
859,"[  0.           0.40976667 158.60519468  22.38999776   3.76012499
   4.16989165 162.36531967  26.15012274   3.72281776   4.13258443
 162.32801244  26.11281551  15.60627155  16.01603822 174.21146623
  37.9962693 ]","[ 15.60627155   3.72281776   3.76012499  22.38999776 158.60519468
   0.40976667]"
1062,"[0.         0.60507391 1.02319994 2.178409   0.43592641 1.04100032
 1.45912635 2.61433541 0.5652619  1.17033581 1.58846184 2.7436709
 1.13755293 1.74262683 2.16075287 3.31596193]",[1.13755293 0.5652619  0.43592641 2.178409   1.02319994 0.60507391]
455,"[0.         0.85388997 0.71022696 0.93524637 0.7701914  1.62408138
 1.48041837 1.70543777 0.25715274 1.11104271 0.9673797  1.1923991
 0.90508194 1.75897192 1.61530891 1.84032831]",[0.90508194 0.25715274 0.7701914  0.93524637 0.71022696 0.85388997]
176,"[  0.           0.58152766  18.9649606  -17.77252536   0.1614997
   0.74302735  19.12646029 -17.61102567   0.61552617   1.19705383
  19.58048677 -17.15699919 -41.05826518 -40.47673753 -22.09330459
 -58.83079055]","[-41.05826518   0.61552617   0.1614997  -17.77252536  18.9649606
   0.58152766]"
203,"[0.         0.73304358 1.08050701 0.700615   1.0091512  1.74219478
 2.08965821 1.70976619 0.47210985 1.20515343 1.55261687 1.17272485
 0.64934395 1.38238753 1.72985096 1.34995895]",[0.64934395 0.47210985 1.0091512  0.700615   1.08050701 0.73304358]
19,"[0.         0.30805382 0.92501177 4.25813023 1.53578968 1.8438435
 2.46080145 5.79391991 0.40598279 0.7140366  1.33099455 4.66411302
 0.55343373 0.86148755 1.4784455  4.81156396]",[0.55343373 0.40598279 1.53578968 4.25813023 0.92501177 0.30805382]
874,"[0.         0.17008223 0.10529253 0.58371017 0.04115714 0.21123938
 0.14644967 0.62486731 0.00734133 0.17742357 0.11263386 0.59105151
 2.88513058 3.05521281 2.9904231  3.46884075]",[2.88513058 0.00734133 0.04115714 0.58371017 0.10529253 0.17008223]
758,"[ 0.          0.93987717  3.71409248  2.96864192  0.80981025  1.74968742
  4.52390274  3.77845217  0.83509535  1.77497252  4.54918783  3.80373727
 -4.3278403  -3.38796313 -0.61374782 -1.35919839]",[-4.3278403   0.83509535  0.80981025  2.96864192  3.71409248  0.93987717]
473,"[ 0.         -0.10859398  0.96361568  0.89917205  0.63513402  0.52654004
  1.59874969  1.53430607  0.47250326  0.36390928  1.43611893  1.37167531
 17.97081775 17.86222377 18.93443342 18.8699898 ]",[17.97081775  0.47250326  0.63513402  0.89917205  0.96361568 -0.10859398]
951,"[ 0.          0.28301575  0.68617876 10.77232107  5.16232494  5.44534069
  5.8485037  15.93464601 -1.85673957 -1.57372381 -1.1705608   8.91558151
 -2.18673072 -1.90371497 -1.50055196  8.58559035]",[-2.18673072 -1.85673957  5.16232494 10.77232107  0.68617876  0.28301575]
546,"[0.         0.91650686 0.93890294 0.94149235 0.68562366 1.60213052
 1.6245266  1.62711601 1.05261665 1.96912351 1.99151959 1.994109
 0.22829812 1.14480498 1.16720106 1.16979047]",[0.22829812 1.05261665 0.68562366 0.94149235 0.93890294 0.91650686]
1033,"[0.         0.95608552 0.27687406 0.96193485 0.90368552 1.85977104
 1.18055959 1.86562038 0.44653193 1.40261745 0.72340599 1.40846678
 0.85642149 1.81250701 1.13329555 1.81835634]",[0.85642149 0.44653193 0.90368552 0.96193485 0.27687406 0.95608552]
67,"[ 0.          0.42357208  0.59730101  0.18675977 11.78975909 12.21333117
 12.3870601  11.97651886 -4.2792623  -3.85569021 -3.68196128 -4.09250253
  0.27692214  0.70049422  0.87422315  0.46368191]",[ 0.27692214 -4.2792623  11.78975909  0.18675977  0.59730101  0.42357208]
701,"[ 0.          0.40897651  0.70506674 -1.99138252 -2.62883358 -2.21985707
 -1.92376684 -4.6202161   1.27992686  1.68890337  1.9849936  -0.71145566
  6.7339003   7.14287681  7.43896704  4.74251778]",[ 6.7339003   1.27992686 -2.62883358 -1.99138252  0.70506674  0.40897651]
482,"[0.00000000e+00 2.29022300e-01 2.38534803e+02 3.30633696e+01
 3.89909542e+00 4.12811772e+00 2.42433899e+02 3.69624650e+01
 4.26406473e+00 4.49308703e+00 2.42798868e+02 3.73274343e+01
 2.18817452e+01 2.21107675e+01 2.60416549e+02 5.49451148e+01]","[2.18817452e+01 4.26406473e+00 3.89909542e+00 3.30633696e+01
 2.38534803e+02 2.29022300e-01]"
440,"[0.         0.62174639 0.46849389 0.02149185 1.2776033  1.89934969
 1.7460972  1.29909515 2.99548316 3.61722955 3.46397706 3.01697501
 1.09620694 1.71795333 1.56470083 1.11769879]",[1.09620694 2.99548316 1.2776033  0.02149185 0.46849389 0.62174639]
34,"[ 0.          0.00386834  1.09683618  2.20363425  0.7300385   0.73390684
  1.82687468  2.93367275 -2.56038985 -2.5565215  -1.46355367 -0.3567556
  0.10848169  0.11235003  1.20531787  2.31211594]",[ 0.10848169 -2.56038985  0.7300385   2.20363425  1.09683618  0.00386834]
166,"[0.         0.45686306 0.96299235 0.59900094 0.70367892 1.16054198
 1.66667126 1.30267985 0.52238759 0.97925065 1.48537993 1.12138852
 0.32185017 0.77871324 1.28484252 0.92085111]",[0.32185017 0.52238759 0.70367892 0.59900094 0.96299235 0.45686306]
779,"[0.         1.09145288 0.19511187 1.33465722 0.12167365 1.21312654
 0.31678553 1.45633087 0.56790168 1.65935456 0.76301355 1.90255889
 0.22668736 1.31814024 0.42179923 1.56134458]",[0.22668736 0.56790168 0.12167365 1.33465722 0.19511187 1.09145288]
962,"[0.         0.45378356 0.56752592 0.98175301 0.56310703 1.01689059
 1.13063295 1.54486004 0.08606918 0.53985274 0.6535951  1.06782219
 2.02661776 2.48040132 2.59414368 3.00837077]",[2.02661776 0.08606918 0.56310703 0.98175301 0.56752592 0.45378356]
441,"[ 0.          0.8673166   0.9359465  20.80131937  0.88211926  1.74943586
  1.81806577 21.68343863  3.69799167  4.56530827  4.63393818 24.49931104
 16.30458561 17.17190221 17.24053211 37.10590498]",[16.30458561  3.69799167  0.88211926 20.80131937  0.9359465   0.8673166 ]
5,"[ 0.          0.43491612  0.77620494 16.68115217  3.72108046  4.15599658
  4.49728541 20.40223264  0.57034316  1.00525928  1.3465481  17.25149533
 21.69970727 22.13462339 22.47591221 38.38085944]",[21.69970727  0.57034316  3.72108046 16.68115217  0.77620494  0.43491612]
1067,"[ 0.          0.07033178  2.15322334 -0.56995274  0.35811105  0.42844284
  2.5113344  -0.21184168  0.1959452   0.26627699  2.34916855 -0.37400753
 -0.99207038 -0.92173859  1.16115297 -1.56202311]",[-0.99207038  0.1959452   0.35811105 -0.56995274  2.15322334  0.07033178]
308,"[  0.           0.5939134    2.35708513   3.01909166 -10.65273143
 -10.05881803  -8.29564631  -7.63363977   3.30996407   3.90387747
   5.6670492    6.32905573   9.79199736  10.38591076  12.14908249
  12.81108903]","[  9.79199736   3.30996407 -10.65273143   3.01909166   2.35708513
   0.5939134 ]"
953,"[ 0.00000000e+00  3.80156168e-01  1.20574794e-01  1.78980135e+00
  2.45800575e+00  2.83816192e+00  2.57858055e+00  4.24780710e+00
  7.99321842e-01  1.17947801e+00  9.19896636e-01  2.58912319e+00
 -1.16813739e-01  2.63342430e-01  3.76105501e-03  1.67298761e+00]",[-0.11681374  0.79932184  2.45800575  1.78980135  0.12057479  0.38015617]
896,"[0.         0.41796085 0.77952987 0.25138512 0.42157407 0.83953493
 1.20110395 0.67295919 0.66302464 1.08098549 1.44255451 0.91440976
 0.60652516 1.02448601 1.38605503 0.85791028]",[0.60652516 0.66302464 0.42157407 0.25138512 0.77952987 0.41796085]
491,"[0.         0.07268472 0.5279615  1.35096716 1.90582062 1.97850534
 2.43378212 3.25678777 1.78489814 1.85758286 2.31285964 3.13586529
 0.2986764  0.37136112 0.8266379  1.64964356]",[0.2986764  1.78489814 1.90582062 1.35096716 0.5279615  0.07268472]
746,"[ 0.          0.32718371  0.08923508 -1.94555056 -0.32161824  0.00556547
 -0.23238316 -2.2671688   0.7983014   1.12548511  0.88753649 -1.14724916
  3.70086282  4.02804653  3.79009791  1.75531227]",[ 3.70086282  0.7983014  -0.32161824 -1.94555056  0.08923508  0.32718371]
230,"[0.         0.91411197 0.64992802 2.88222773 0.11142372 1.02553569
 0.76135174 2.99365145 1.78085763 2.6949696  2.43078565 4.66308537
 1.14895251 2.06306448 1.79888052 4.03118024]",[1.14895251 1.78085763 0.11142372 2.88222773 0.64992802 0.91411197]
358,"[0.         0.38158579 0.17227475 1.89166649 0.98367713 1.36526293
 1.15595189 2.87534362 0.94123711 1.3228229  1.11351186 2.8329036
 1.91698462 2.29857042 2.08925938 3.80865111]",[1.91698462 0.94123711 0.98367713 1.89166649 0.17227475 0.38158579]
341,"[ 0.          0.60181108  0.10204532 23.35187394 15.77994684 16.38175792
 15.88199216 39.13182078 11.57878116 12.18059224 11.68082648 34.9306551
 64.35325605 64.95506713 64.45530137 87.70512999]",[64.35325605 11.57878116 15.77994684 23.35187394  0.10204532  0.60181108]
619,"[ 0.          0.57001582  0.38215391  5.49552304  0.25659633  0.82661215
  0.63875024  5.75211937 -1.99890348 -1.42888765 -1.61674957  3.49661956
  2.53076814  3.10078396  2.91292205  8.02629118]",[ 2.53076814 -1.99890348  0.25659633  5.49552304  0.38215391  0.57001582]
590,"[  0.         198.51448171   0.4292587    4.20445775   7.9337354
 206.44821712   8.3629941   12.13819316   3.80365891 202.31814062
   4.23291761   8.00811666  37.02351548 235.53799719  37.45277418
  41.22797323]","[ 37.02351548   3.80365891   7.9337354    4.20445775   0.4292587
 198.51448171]"
526,"[ 0.00000000e+00  9.32849975e+01  5.50794947e-03  1.46292818e+01
 -9.28414985e+01  4.43498977e-01 -9.28359905e+01 -7.82122167e+01
  1.12537646e+01  1.04538762e+02  1.12592725e+01  2.58830464e+01
  6.91153970e+01  1.62400394e+02  6.91209049e+01  8.37446788e+01]","[ 6.91153970e+01  1.12537646e+01 -9.28414985e+01  1.46292818e+01
  5.50794947e-03  9.32849975e+01]"
912,"[ 0.00000000e+00  9.44510126e-01  1.15350753e+01  5.50261289e-01
  1.82714791e+01  1.92159893e+01  2.98065544e+01  1.88217404e+01
 -1.11932764e+01 -1.02487663e+01  3.41798854e-01 -1.06430151e+01
  2.22576407e-02  9.66767767e-01  1.15573329e+01  5.72518929e-01]","[  0.02225764 -11.19327641  18.27147913   0.55026129  11.53507527
   0.94451013]"
251,"[0.         0.64281772 0.58145261 0.06405449 0.8833244  1.52614212
 1.46477701 0.94737889 0.45307816 1.09589588 1.03453076 0.51713265
 1.87273186 2.51554958 2.45418447 1.93678636]",[1.87273186 0.45307816 0.8833244  0.06405449 0.58145261 0.64281772]
139,"[ 0.          0.16793489  0.83052207  0.07634233 -1.43186573 -1.26393084
 -0.60134367 -1.3555234   2.88294932  3.05088421  3.71347139  2.95929166
  2.0301      2.19803489  2.86062207  2.10644234]",[ 2.0301      2.88294932 -1.43186573  0.07634233  0.83052207  0.16793489]
631,"[ 0.         42.95255526  0.86176893  0.61665767 13.43478288 56.38733813
 14.29655181 14.05144055  4.04776859 47.00032385  4.90953753  4.66442626
 13.5648298  56.51738506 14.42659874 14.18148747]",[13.5648298   4.04776859 13.43478288  0.61665767  0.86176893 42.95255526]
595,"[ 0.          0.87344337  2.50753993 -0.99775486  0.89311993  1.7665633
  3.40065986 -0.10463492  1.07517734  1.94862071  3.58271728  0.07742249
 -4.84220559 -3.96876222 -2.33466566 -5.83996045]",[-4.84220559  1.07517734  0.89311993 -0.99775486  2.50753993  0.87344337]
642,"[ 0.          0.54241302  1.65749673  0.19644822 -3.61399756 -3.07158454
 -1.95650083 -3.41754934  0.48595431  1.02836733  2.14345104  0.68240253
  0.80506371  1.34747673  2.46256044  1.00151193]",[ 0.80506371  0.48595431 -3.61399756  0.19644822  1.65749673  0.54241302]
841,"[ 0.          1.79087794  0.82996864  2.38290486  0.34660411  2.13748205
  1.17657275  2.72950898  1.16565263  2.95653057  1.99562127  3.5485575
 -1.38295692  0.40792102 -0.55298829  0.99994794]",[-1.38295692  1.16565263  0.34660411  2.38290486  0.82996864  1.79087794]
